Date,Open,High,Low,Close,Volume,"('Adj Close', 'OKTA')","('Close', 'OKTA')","('High', 'OKTA')","('Low', 'OKTA')","('Open', 'OKTA')","('Volume', 'OKTA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,89.0,89.31300354003906,86.25,87.0,2551600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,85.68000030517578,86.88800048828125,83.72000122070312,83.87000274658203,1916400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,83.11000061035156,84.31999969482422,82.62000274658203,83.37000274658203,1417100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,81.9000015258789,83.6719970703125,81.80999755859375,82.45999908447266,1638800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,82.31999969482422,83.87000274658203,82.12000274658203,83.86000061035156,1354600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,83.16999816894531,85.55999755859375,83.16999816894531,83.98999786376953,1970100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,84.5,84.52999877929688,82.41000366210938,83.94999694824219,1621900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,83.88999938964844,84.97899627685547,82.48999786376953,83.77999877929688,1491500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,83.91000366210938,85.19000244140625,83.66999816894531,83.79000091552734,1183900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,82.83000183105469,83.31999969482422,82.23999786376953,82.66000366210938,1246200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,81.66999816894531,82.5,79.61000061035156,81.8499984741211,1434200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,82.45999908447266,83.0,80.69000244140625,81.22000122070312,1266800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,81.8499984741211,82.0999984741211,80.52999877929688,81.27999877929688,1825100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,83.33000183105469,86.06999969482422,82.94999694824219,84.55000305175781,3135800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,85.4000015258789,86.30999755859375,84.31400299072266,86.20999908447266,1934400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,87.2699966430664,88.04000091552734,85.00599670410156,85.05999755859375,1505900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,86.0,86.0,83.94000244140625,84.51000213623047,944800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,84.05000305175781,85.5999984741211,83.87000274658203,84.7699966430664,941400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,84.91000366210938,87.19999694824219,84.72000122070312,87.16000366210938,1363500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,86.80000305175781,87.05999755859375,84.94000244140625,85.37999725341797,1057600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,84.95999908447266,85.38999938964844,82.63999938964844,82.6500015258789,1249400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,83.83999633789062,85.51000213623047,82.95999908447266,84.9000015258789,1775700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,83.5999984741211,84.2699966430664,81.69999694824219,82.77999877929688,1806300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,81.72000122070312,82.54499816894531,80.61000061035156,82.13999938964844,1172300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,82.37000274658203,82.95999908447266,80.39099884033203,81.86000061035156,1004100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,82.25,83.72699737548828,82.12000274658203,83.55999755859375,1671100.0,,,,,,,,,,
