Date,Open,High,Low,Close,Volume,"('Adj Close', 'FMBH')","('Close', 'FMBH')","('High', 'FMBH')","('Low', 'FMBH')","('Open', 'FMBH')","('Volume', 'FMBH')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,34.13999938964844,35.2599983215332,33.86000061035156,34.540000915527344,63400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,34.43000030517578,34.790000915527344,33.720001220703125,33.810001373291016,59200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,33.869998931884766,34.209999084472656,33.599998474121094,33.7400016784668,43400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,33.5,34.2599983215332,33.5,33.7599983215332,69200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,33.560001373291016,33.83000183105469,33.2599983215332,33.66999816894531,37100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,33.33000183105469,33.33000183105469,32.880001068115234,33.11000061035156,43500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,32.97999954223633,33.2400016784668,32.75,33.040000915527344,49000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,32.91999816894531,33.380001068115234,32.36000061035156,32.849998474121094,53200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,33.02000045776367,33.310001373291016,32.29999923706055,32.58000183105469,57900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,32.20000076293945,32.380001068115234,31.6200008392334,31.8700008392334,66000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,31.399999618530277,32.22999954223633,31.399999618530277,32.130001068115234,71000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,32.18000030517578,32.45000076293945,32.04999923706055,32.439998626708984,43400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,32.66999816894531,32.66999816894531,31.8799991607666,32.47999954223633,53000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,32.7599983215332,33.560001373291016,32.65999984741211,33.470001220703125,53800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,33.75,33.90999984741211,32.0,32.95000076293945,42100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,33.349998474121094,33.40999984741211,32.959999084472656,33.2400016784668,33300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,33.619998931884766,34.47999954223633,32.5,33.61000061035156,103900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,33.939998626708984,33.9900016784668,32.540000915527344,33.060001373291016,50700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,33.04999923706055,33.540000915527344,32.130001068115234,33.5,77600.0,,,,,,,,,,
