Date,Open,High,Low,Close,Volume,"('Adj Close', 'SENEA')","('Close', 'SENEA')","('High', 'SENEA')","('Low', 'SENEA')","('Open', 'SENEA')","('Volume', 'SENEA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,53.34000015258789,53.720001220703125,52.52000045776367,53.16999816894531,23200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,53.43999862670898,54.08000183105469,52.34000015258789,52.720001220703125,33200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,53.09000015258789,53.18999862670898,52.060001373291016,52.380001068115234,33000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,52.0099983215332,53.11000061035156,52.0099983215332,52.72999954223633,49400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,52.9900016784668,53.45000076293945,51.79999923706055,53.220001220703125,45400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,52.66999816894531,53.04999923706055,52.29999923706055,52.79999923706055,25600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,52.95000076293945,54.4900016784668,52.95000076293945,54.47999954223633,21900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,54.72999954223633,54.75,53.0,53.880001068115234,20100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,54.52999877929688,54.97999954223633,52.88999938964844,53.130001068115234,38000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,52.90999984741211,54.13999938964844,52.75,53.77000045776367,24200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,53.59999847412109,54.02999877929688,53.52000045776367,53.77000045776367,12900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,53.63999938964844,55.060001373291016,53.0099983215332,54.630001068115234,38700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,54.75,54.75,53.04999923706055,53.5099983215332,30400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,52.27999877929688,54.11000061035156,52.27999877929688,54.09999847412109,36300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,54.52999877929688,55.5099983215332,53.790000915527344,54.5,24400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,54.63999938964844,55.2400016784668,54.34999847412109,55.06999969482422,29100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,55.11000061035156,55.560001373291016,52.9900016784668,55.36000061035156,37200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,55.650001525878906,55.81999969482422,54.25,54.709999084472656,14200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,54.470001220703125,54.970001220703125,54.34000015258789,54.68999862670898,16900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,54.5,55.0,54.5,54.9900016784668,5400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,54.86000061035156,55.15999984741211,53.380001068115234,53.380001068115234,29200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,53.72999954223633,54.18000030517578,53.18000030517578,53.29999923706055,31100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,52.900001525878906,54.72999954223633,52.900001525878906,54.040000915527344,32300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,53.56999969482422,53.88999938964844,53.119998931884766,53.38999938964844,31100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,53.56999969482422,54.15999984741211,52.45000076293945,52.86000061035156,28200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,52.5,52.95000076293945,51.4900016784668,51.58000183105469,41400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,51.58000183105469,52.040000915527344,51.36000061035156,51.61000061035156,30800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,51.5099983215332,51.5099983215332,48.11000061035156,48.63999938964844,83600.0,,,,,,,,,,
