Date,Open,High,Low,Close,Volume,"('Adj Close', 'CCOI')","('Close', 'CCOI')","('High', 'CCOI')","('Low', 'CCOI')","('Open', 'CCOI')","('Volume', 'CCOI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,75.52999877929688,77.0,75.52999877929688,76.48999786376953,201500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,76.48999786376953,76.73999786376953,75.44000244140625,75.44999694824219,346400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,75.79000091552734,76.30000305175781,74.01000213623047,74.26000213623047,255200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,73.87999725341797,75.08999633789062,73.87999725341797,74.48999786376953,240300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,74.48999786376953,74.62000274658203,73.63999938964844,74.41000366210938,243100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,74.01000213623047,74.01000213623047,72.31999969482422,72.58000183105469,209200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,72.58000183105469,74.5999984741211,72.5,74.52999877929688,248600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,74.52999877929688,74.83000183105469,72.5999984741211,72.7300033569336,216200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,73.25,74.0,73.23999786376953,73.55000305175781,160900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,73.52999877929688,75.30999755859375,72.91999816894531,74.54000091552734,319700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,74.33999633789062,75.58999633789062,73.06999969482422,73.56999969482422,172900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,73.66999816894531,74.13999938964844,73.36000061035156,73.98999786376953,264100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,74.30000305175781,75.91000366210938,73.5,75.37000274658203,221600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,75.80000305175781,77.06999969482422,75.61000061035156,76.47000122070312,308900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,77.25,79.5,77.0,78.5,289400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,78.94999694824219,79.2699966430664,76.12999725341797,76.2300033569336,220000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,77.0,78.0,74.73999786376953,74.9800033569336,264900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,75.7300033569336,76.44999694824219,75.02999877929688,76.38999938964844,274700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,76.31999969482422,77.12000274658203,75.5199966430664,77.08000183105469,178200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,76.4000015258789,77.98999786376953,76.4000015258789,77.62000274658203,374200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,77.45999908447266,78.4000015258789,77.0,77.19999694824219,379300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,77.1500015258789,77.88999938964844,75.13999938964844,75.7300033569336,367500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,75.0199966430664,75.33999633789062,74.33999633789062,74.52999877929688,257900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,73.54000091552734,74.48999786376953,72.63999938964844,74.0,193200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,73.8499984741211,74.69999694824219,73.8499984741211,74.36000061035156,151400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,74.4800033569336,75.62999725341797,74.12000274658203,75.44999694824219,266000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,75.5,75.5,73.91999816894531,74.76000213623047,194000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,75.2300033569336,77.4800033569336,75.0999984741211,77.37999725341797,286400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,77.41000366210938,77.98999786376953,76.62000274658203,77.41999816894531,217800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,75.68000030517578,76.51000213623047,73.95999908447266,74.75,410300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,75.48999786376953,75.73999786376953,74.05999755859375,74.87000274658203,319400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,75.0,77.36000061035156,75.0,77.06999969482422,232100.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,76.77999877929688,77.23999786376953,75.7699966430664,76.56999969482422,291700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,75.9000015258789,77.2300033569336,75.9000015258789,76.91000366210938,255200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,76.37999725341797,77.5199966430664,76.3499984741211,77.0999984741211,260200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,76.66999816894531,77.9000015258789,76.0,77.5,334000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,77.87000274658203,79.11000061035156,77.43000030517578,78.79000091552734,264500.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,78.79000091552734,80.05999755859375,78.3499984741211,80.0,321900.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,80.06999969482422,80.58000183105469,78.66000366210938,79.94999694824219,517600.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,79.19000244140625,81.37999725341797,79.0,80.72000122070312,459600.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,84.38999938964844,86.0,77.58999633789062,80.91000366210938,696100.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,80.0999984741211,80.0999984741211,74.55999755859375,78.55000305175781,992600.0,,,,,,,,,,
