Date,Open,High,Low,Close,Volume,"('Adj Close', 'RIG')","('Close', 'RIG')","('High', 'RIG')","('Low', 'RIG')","('Open', 'RIG')","('Volume', 'RIG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.380000114440918,6.46999979019165,6.190000057220459,6.25,10356300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.21999979019165,6.349999904632568,6.159999847412109,6.199999809265137,9238000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.28000020980835,6.300000190734863,6.0,6.03000020980835,11032800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.070000171661377,6.21999979019165,6.019999980926514,6.139999866485596,10924400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.0,6.079999923706055,5.800000190734863,5.949999809265137,19510700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,5.949999809265137,5.96999979019165,5.800000190734863,5.829999923706055,11971400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.849999904632568,5.849999904632568,5.650000095367432,5.699999809265137,18123300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,5.71999979019165,5.71999979019165,5.519999980926514,5.590000152587891,22618900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,5.699999809265137,5.869999885559082,5.519999980926514,5.570000171661377,18529400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.519999980926514,5.559999942779541,5.360000133514404,5.389999866485596,15108000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.480000019073486,5.480000019073486,5.230000019073486,5.289999961853027,19678300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,5.289999961853027,5.389999866485596,5.230000019073486,5.369999885559082,13642800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,5.369999885559082,5.480000019073486,5.239999771118164,5.340000152587891,15605500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,5.340000152587891,5.489999771118164,5.289999961853027,5.420000076293945,11443700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,5.400000095367432,5.639999866485596,5.400000095367432,5.489999771118164,12039200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.579999923706055,5.769999980926514,5.429999828338623,5.739999771118164,27181400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.820000171661377,5.860000133514404,5.599999904632568,5.789999961853027,16326800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,5.760000228881836,5.820000171661377,5.579999923706055,5.710000038146973,12592900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,5.679999828338623,5.78000020980835,5.550000190734863,5.769999980926514,11839600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.599999904632568,5.960000038146973,5.460000038146973,5.78000020980835,29784300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.75,5.840000152587891,5.460000038146973,5.460000038146973,26820200.0,,,,,,,,,,
