Date,Open,High,Low,Close,Volume,"('Adj Close', 'EMR')","('Close', 'EMR')","('High', 'EMR')","('Low', 'EMR')","('Open', 'EMR')","('Volume', 'EMR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,96.5199966430664,96.91999816894533,95.37999725341795,95.87999725341795,2159900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,95.1999969482422,95.38999938964844,94.25,94.68000030517578,2199000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,95.01000213623048,95.9499969482422,94.69000244140624,95.0999984741211,2221200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,95.02999877929688,95.58999633789062,94.76000213623048,95.47000122070312,1638300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,95.08000183105467,95.81999969482422,94.48999786376952,95.7699966430664,2045500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,95.31999969482422,95.62000274658205,94.41000366210938,94.62000274658205,2378500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,94.5500030517578,95.0199966430664,94.31999969482422,94.7699966430664,1665200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,95.01000213623048,95.11000061035156,93.66999816894533,94.8000030517578,2066900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,95.44000244140624,95.62999725341795,94.4800033569336,94.87000274658205,1572100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,94.36000061035156,94.37999725341795,92.97000122070312,93.26000213623048,2401700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,92.27999877929688,92.9000015258789,91.98999786376952,92.41999816894533,2894200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,92.91000366210938,93.80999755859376,92.5999984741211,93.68000030517578,2426300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,93.5199966430664,95.0,93.08000183105467,94.91000366210938,5133600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,95.0999984741211,96.37000274658205,95.0999984741211,96.13999938964844,2862900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,96.5500030517578,96.5999984741211,95.0999984741211,95.77999877929688,1768200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,96.73999786376952,96.73999786376952,94.30999755859376,94.38999938964844,2467300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,95.2300033569336,96.27999877929688,94.51000213623048,96.23999786376952,2344500.0,,,,,,,,,,
