Date,Open,High,Low,Close,Volume,"('Adj Close', 'MCW')","('Close', 'MCW')","('High', 'MCW')","('Low', 'MCW')","('Open', 'MCW')","('Volume', 'MCW')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,8.5600004196167,8.640000343322754,8.319999694824219,8.359999656677246,1587400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,8.220000267028809,8.300000190734863,7.889999866485596,8.010000228881836,2887700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,7.980000019073486,8.130000114440918,7.900000095367432,8.119999885559082,2993300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,8.079999923706055,8.359999656677246,8.079999923706055,8.100000381469727,1372000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,8.100000381469727,8.319999694824219,8.039999961853027,8.319999694824219,1778100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,8.220000267028809,8.619999885559082,8.199999809265137,8.449999809265137,1485900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,8.510000228881836,8.875,8.510000228881836,8.720000267028809,1601600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,8.680000305175781,8.75,8.420000076293945,8.460000038146973,2118300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,8.569999694824219,8.637999534606934,8.329999923706055,8.4399995803833,2143100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,8.260000228881836,8.4399995803833,8.199999809265137,8.3100004196167,973400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,8.15999984741211,8.229999542236328,8.010000228881836,8.130000114440918,851800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,8.220000267028809,8.34000015258789,8.199999809265137,8.329999923706055,922900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,8.289999961853027,8.609999656677246,8.180000305175781,8.59000015258789,1450400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,8.670000076293945,8.850000381469727,8.625,8.699999809265137,1301100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,8.819999694824219,8.928999900817871,8.6850004196167,8.75,1057600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,8.850000381469727,8.850000381469727,8.635000228881836,8.770000457763672,1117100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,8.9399995803833,9.024999618530272,8.869999885559082,9.0,1200400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,9.020000457763672,9.06999969482422,8.8100004196167,8.949999809265137,1747500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,8.949999809265137,8.949999809265137,8.510000228881836,8.5600004196167,2587600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,8.420000076293945,8.5600004196167,8.319999694824219,8.319999694824219,1086800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,8.319999694824219,8.640000343322754,8.239999771118164,8.300000190734863,1115600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,8.369999885559082,8.75,8.369999885559082,8.75,953100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,8.609999656677246,8.779999732971191,8.4399995803833,8.6899995803833,601000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,8.619999885559082,8.6850004196167,8.489999771118164,8.600000381469727,517200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,8.600000381469727,8.800000190734863,8.545000076293945,8.760000228881836,561900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,8.739999771118164,8.850000381469727,8.609999656677246,8.8100004196167,797100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,8.779999732971191,9.05500030517578,8.779999732971191,8.979999542236328,1130900.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,9.0,9.130000114440918,8.949999809265137,9.029999732971191,866100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,9.0600004196167,9.239999771118164,8.98799991607666,9.229999542236328,1242700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,8.90999984741211,9.039999961853027,8.71500015258789,8.9399995803833,1915500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,9.100000381469728,9.239999771118164,8.989999771118164,9.239999771118164,1342800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,9.40999984741211,9.449999809265137,9.15999984741211,9.279999732971191,1056800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,8.989999771118164,9.260000228881836,8.989999771118164,9.109999656677246,1270500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,9.119999885559082,9.140000343322754,8.920000076293945,9.010000228881836,1147400.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,8.920000076293945,9.050000190734863,8.640000343322754,8.699999809265137,1967200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,8.449999809265137,8.59000015258789,7.635000228881836,7.800000190734863,4087200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,7.809999942779541,8.130000114440918,7.639999866485596,7.880000114440918,1528800.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,7.809999942779541,8.069999694824219,7.690000057220459,7.710000038146973,1203300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,7.820000171661377,8.210000038146973,7.769999980926514,8.029999732971191,1213300.0,,,,,,,,,,
