Date,Open,High,Low,Close,Volume,"('Adj Close', 'COUR')","('Close', 'COUR')","('High', 'COUR')","('Low', 'COUR')","('Open', 'COUR')","('Volume', 'COUR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,19.21999931335449,19.31999969482422,18.93000030517578,19.290000915527344,1199900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,19.13999938964844,19.5,19.0,19.200000762939453,1216500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,19.34000015258789,19.34000015258789,18.8799991607666,18.90999984741211,1004700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,18.81999969482422,19.114999771118164,18.700000762939453,18.799999237060547,860900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,18.8700008392334,19.299999237060547,18.8700008392334,19.25,935300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,19.06999969482422,19.38999938964844,19.0,19.100000381469727,1265000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,19.200000762939453,19.38999938964844,18.790000915527344,19.3700008392334,1283300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,19.440000534057617,19.56399917602539,19.030000686645508,19.3799991607666,1105500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,19.51000022888184,19.670000076293945,19.34000015258789,19.600000381469727,917800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,19.399999618530277,19.895000457763672,19.350000381469727,19.61000061035156,1005400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,19.4950008392334,19.51000022888184,18.979999542236328,19.450000762939453,1088400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,19.549999237060547,19.739999771118164,19.059999465942383,19.57999992370605,1230500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,18.1200008392334,18.13500022888184,16.947999954223633,17.559999465942383,3759100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,17.389999389648438,18.399999618530277,17.389999389648438,17.950000762939453,1812500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,17.790000915527344,18.559999465942383,17.790000915527344,18.489999771118164,1393500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,18.84000015258789,18.8799991607666,18.36000061035156,18.40999984741211,1502800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,18.649999618530277,19.09000015258789,18.575000762939453,18.959999084472656,1554600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,19.11000061035156,19.90999984741211,19.07999992370605,19.86000061035156,1727900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,19.959999084472656,20.729999542236328,19.8700008392334,20.65999984741211,2387600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,20.540000915527344,20.71999931335449,19.850000381469727,19.8700008392334,1347800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,19.770000457763672,19.920000076293945,19.1299991607666,19.13999938964844,1540600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,19.18000030517578,19.6200008392334,18.940000534057617,19.13999938964844,3953500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,20.5,20.559999465942383,17.959999084472656,18.209999084472656,6544900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,18.13999938964844,18.15999984741211,17.239999771118164,17.6200008392334,2886800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,17.639999389648438,18.25,17.5,17.75,1970100.0,,,,,,,,,,
