Date,Open,High,Low,Close,Volume,"('Adj Close', 'MPLN')","('Close', 'MPLN')","('High', 'MPLN')","('Low', 'MPLN')","('Open', 'MPLN')","('Volume', 'MPLN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,56.400001525878906,57.59999847412109,51.59999847412109,54.79999923706055,39293.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,54.0,58.400001525878906,53.20000076293945,56.79999923706055,30640.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,53.59999847412109,54.0,50.79999923706055,52.79999923706055,20708.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,53.20000076293945,53.20000076293945,51.20000076293945,51.20000076293945,12910.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,51.20000076293945,53.59999847412109,49.20000076293945,52.79999923706055,34938.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,52.0,53.20000076293945,49.59999847412109,50.0,25205.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,48.0,52.0,47.20000076293945,50.400001525878906,20875.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,50.79999923706055,51.59999847412109,48.79999923706055,50.400001525878906,17513.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,52.400001525878906,52.59999847412109,49.20000076293945,50.0,22640.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,48.79999923706055,49.400001525878906,46.79999923706055,47.59999847412109,17348.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,46.0,47.400001525878906,45.20000076293945,45.59999847412109,19938.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,44.79999923706055,45.400001525878906,43.20000076293945,43.59999847412109,24338.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,44.79999923706055,44.79999923706055,41.7599983215332,43.20000076293945,34578.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,43.20000076293945,46.0,43.20000076293945,44.0,25025.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,44.79999923706055,44.79999923706055,42.400001525878906,42.79999923706055,16773.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,44.0,44.59999847412109,40.400001525878906,40.79999923706055,19520.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,42.79999923706055,42.79999923706055,40.0,40.79999923706055,24518.0,,,,,,,,,,
