Date,Open,High,Low,Close,Volume,"('Adj Close', 'BDN')","('Close', 'BDN')","('High', 'BDN')","('Low', 'BDN')","('Open', 'BDN')","('Volume', 'BDN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,5.380000114440918,5.539999961853027,5.360000133514404,5.519999980926514,3687500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,5.21999979019165,5.360000133514404,5.130000114440918,5.21999979019165,6462700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,5.199999809265137,5.389999866485596,5.150000095367432,5.300000190734863,3000400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,5.21999979019165,5.570000171661377,5.21999979019165,5.510000228881836,4822800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,5.5,5.650000095367432,5.480000019073486,5.570000171661377,2377700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,5.460000038146973,5.579999923706055,5.400000095367432,5.559999942779541,2253200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.590000152587891,5.650000095367432,5.539999961853027,5.559999942779541,1579200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,5.5,5.559999942779541,5.389999866485596,5.550000190734863,2594900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,5.639999866485596,5.670000076293945,5.489999771118164,5.539999961853027,2005500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,5.480000019073486,5.510000228881836,5.260000228881836,5.300000190734863,2294600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,5.130000114440918,5.21999979019165,4.940000057220459,5.050000190734863,2696100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,5.070000171661377,5.130000114440918,4.909999847412109,4.96999979019165,1910700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,5.03000020980835,5.099999904632568,4.940000057220459,5.079999923706055,1851500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,5.110000133514404,5.21999979019165,5.099999904632568,5.210000038146973,1874500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,5.28000020980835,5.329999923706055,5.050000190734863,5.110000133514404,2398600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.239999771118164,5.239999771118164,4.989999771118164,5.019999980926514,1662200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,5.130000114440918,5.190000057220459,5.019999980926514,5.070000171661377,1624600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,5.110000133514404,5.179999828338623,5.070000171661377,5.099999904632568,985800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,5.110000133514404,5.190000057220459,5.070000171661377,5.159999847412109,1166500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,5.079999923706055,5.190000057220459,4.940000057220459,5.0,2205400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,5.010000228881836,5.03000020980835,4.710000038146973,4.739999771118164,4960700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,4.599999904632568,4.679999828338623,4.28000020980835,4.400000095367432,7175600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,4.320000171661377,4.400000095367432,4.190000057220459,4.309999942779541,2946000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,4.21999979019165,4.269999980926514,4.150000095367432,4.210000038146973,2289600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,4.199999809265137,4.28000020980835,4.119999885559082,4.170000076293945,2628100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,4.159999847412109,4.170000076293945,3.990000009536743,4.050000190734863,3564600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,4.039999961853027,4.159999847412109,4.039999961853027,4.119999885559082,2951200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,4.119999885559082,4.159999847412109,4.019999980926514,4.119999885559082,2052600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,4.150000095367432,4.289999961853027,4.139999866485596,4.170000076293945,3670000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,3.9800000190734863,3.9800000190734863,3.849999904632568,3.920000076293945,3610700.0,,,,,,,,,,
