Date,Open,High,Low,Close,Volume,"('Adj Close', 'ORC')","('Close', 'ORC')","('High', 'ORC')","('Low', 'ORC')","('Open', 'ORC')","('Volume', 'ORC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,8.399999618530273,8.399999618530273,8.289999961853027,8.329999923706055,1013200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,8.279999732971191,8.300000190734863,8.09000015258789,8.210000038146973,1109100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,8.199999809265137,8.260000228881836,8.149999618530273,8.220000267028809,594500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,8.199999809265137,8.34000015258789,8.140000343322754,8.300000190734863,952900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,8.319999694824219,8.6899995803833,8.260000228881836,8.680000305175781,1244700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,8.630000114440918,8.739999771118164,8.569999694824219,8.680000305175781,927100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,8.680000305175781,8.779999732971191,8.630000114440918,8.739999771118164,798100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,8.680000305175781,8.770000457763672,8.520000457763672,8.670000076293945,1326500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,8.75,8.920000076293945,8.710000038146973,8.800000190734863,1144900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,8.8100004196167,8.829999923706055,8.600000381469727,8.6899995803833,850700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,8.600000381469727,8.739999771118164,8.479999542236328,8.539999961853027,1166200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,8.5600004196167,8.65999984741211,8.369999885559082,8.529999732971191,1204700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,8.59000015258789,8.59000015258789,8.25,8.470000267028809,1352100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,8.550000190734863,8.609999656677246,8.34000015258789,8.399999618530273,1177500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,8.399999618530273,8.510000228881836,8.319999694824219,8.489999771118164,960400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,8.569999694824219,8.600000381469727,8.470000267028809,8.470000267028809,1393500.0,,,,,,,,,,
