Date,Open,High,Low,Close,Volume,"('Adj Close', 'PNW')","('Close', 'PNW')","('High', 'PNW')","('Low', 'PNW')","('Open', 'PNW')","('Volume', 'PNW')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,71.69000244140625,73.20999908447266,71.69000244140625,73.20999908447266,716100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,73.2300033569336,74.05000305175781,72.69000244140625,74.0199966430664,1117900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,74.05000305175781,74.87999725341797,73.43000030517578,74.31999969482422,860500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,74.4000015258789,75.18000030517578,73.9000015258789,74.33000183105469,1169900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,74.33000183105469,74.52999877929688,73.80999755859375,74.48999786376953,742100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,74.0,74.2300033569336,73.55999755859375,73.91000366210938,598400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,73.87999725341797,74.0999984741211,73.44000244140625,73.52999877929688,472800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,73.1500015258789,73.1500015258789,70.80000305175781,71.02999877929688,722000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,71.33999633789062,71.75,70.94000244140625,71.25,681200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,70.87999725341797,70.91999816894531,69.62999725341797,69.86000061035156,1468000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,69.58999633789062,70.66999816894531,67.3499984741211,69.87999725341797,3414700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,69.69999694824219,70.45999908447266,69.16000366210938,69.29000091552734,1920900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,69.52999877929688,69.80999755859375,68.87999725341797,69.62999725341797,1195700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,70.4000015258789,70.45999908447266,69.25,69.4000015258789,1168900.0,,,,,,,,,,
