Date,Open,High,Low,Close,Volume,"('Adj Close', 'OCC')","('Close', 'OCC')","('High', 'OCC')","('Low', 'OCC')","('Open', 'OCC')","('Volume', 'OCC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.700000047683716,2.859999895095825,2.690000057220459,2.720000028610229,8500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.619999885559082,2.7300000190734863,2.5999999046325684,2.700000047683716,4300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.799999952316284,2.799999952316284,2.6700000762939453,2.720000028610229,4500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.720000028610229,2.7799999713897705,2.700000047683716,2.720000028610229,7500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.6700000762939453,2.7300000190734863,2.6700000762939453,2.7300000190734863,800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.740000009536743,2.740000009536743,2.700000047683716,2.700000047683716,2100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.7300000190734863,2.7300000190734863,2.700000047683716,2.7100000381469727,3000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.7100000381469727,2.75,2.690000057220459,2.720000028610229,4500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.7100000381469727,2.7100000381469727,2.640000104904175,2.700000047683716,7100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,2.75,2.75,2.690000057220459,2.700000047683716,2200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,2.630000114440918,2.630000114440918,2.619999885559082,2.630000114440918,3400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,2.619999885559082,2.690000057220459,2.619999885559082,2.690000057220459,2700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.700000047683716,2.720000028610229,2.5199999809265137,2.5199999809265137,17500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.509999990463257,2.700000047683716,2.490000009536743,2.650000095367432,13100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.640000104904175,2.75,2.569999933242798,2.75,18800.0,,,,,,,,,,
