Date,Open,High,Low,Close,Volume,"('Adj Close', 'BEAM')","('Close', 'BEAM')","('High', 'BEAM')","('Low', 'BEAM')","('Open', 'BEAM')","('Volume', 'BEAM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,26.950000762939453,28.770000457763672,26.065000534057617,27.40999984741211,947400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,26.799999237060547,26.902999877929688,25.5,25.81999969482422,776200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,25.790000915527344,26.440000534057617,25.5,26.020000457763672,565800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,25.649999618530277,26.229999542236328,24.899999618530277,26.06999969482422,1019500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,25.84000015258789,28.100000381469727,25.3799991607666,27.86000061035156,1198800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,27.43000030517578,28.540000915527344,27.1200008392334,27.959999084472656,1221700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,27.84000015258789,28.049999237060547,26.51099967956543,27.07999992370605,1124100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,26.40999984741211,26.65999984741211,25.790000915527344,26.07999992370605,1267000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,26.26000022888184,27.07999992370605,25.481000900268555,25.600000381469727,993200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,25.280000686645508,25.690000534057617,24.40999984741211,25.100000381469727,902300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,24.34000015258789,24.78499984741211,23.559999465942383,24.1299991607666,787500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,24.38999938964844,24.399999618530277,23.07999992370605,23.459999084472656,665800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,23.459999084472656,23.989999771118164,22.75,23.690000534057617,748400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,24.020000457763672,25.75,23.81999969482422,24.76000022888184,1150800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,25.25,25.475000381469727,24.31999969482422,25.0,4643300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,25.46999931335449,25.69499969482422,24.725000381469727,24.76000022888184,959700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,25.059999465942383,25.86000061035156,24.770000457763672,24.920000076293945,762500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,25.229999542236328,25.61000061035156,24.18000030517578,24.290000915527344,839000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,26.049999237060547,28.5,24.649999618530277,28.290000915527344,2134400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,28.100000381469727,28.100000381469727,25.790000915527344,25.84000015258789,1582500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,25.57999992370605,26.025999069213867,24.270000457763672,24.399999618530277,1456700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,24.559999465942383,26.780000686645508,24.07999992370605,26.43000030517578,1322400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,25.459999084472656,26.280000686645508,24.01000022888184,25.920000076293945,1373400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,25.229999542236328,26.05500030517578,24.13999938964844,25.93000030517578,1135200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,25.86000061035156,27.959999084472656,25.36000061035156,27.8799991607666,1058200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,27.76000022888184,27.850000381469727,26.84000015258789,27.56999969482422,703800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,27.549999237060547,28.450000762939453,27.350000381469727,28.11000061035156,744100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,28.450000762939453,29.540000915527344,28.030000686645508,29.049999237060547,923900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,28.75,33.55899810791016,28.75,33.400001525878906,2547200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,31.149999618530277,31.61000061035156,29.520000457763672,29.979999542236328,2194600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,30.84000015258789,31.709999084472656,29.75,31.290000915527344,2598000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,31.90999984741211,34.220001220703125,31.700000762939453,33.02000045776367,1864300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,32.400001525878906,33.75,32.2599983215332,32.900001525878906,1429800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,32.349998474121094,33.13999938964844,31.32999992370605,31.799999237060547,869700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,31.21999931335449,32.15999984741211,30.68000030517578,31.76000022888184,803600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,31.84000015258789,33.869998931884766,31.399999618530277,33.540000915527344,1224100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,33.36000061035156,34.65999984741211,33.275001525878906,33.9900016784668,1008500.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,33.849998474121094,36.02000045776367,33.779998779296875,35.79999923706055,1476600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,39.75,49.5,38.52000045776367,45.06999969482422,7426800.0,,,,,,,,,,
