Date,Open,High,Low,Close,Volume,"('Adj Close', 'APDN')","('Close', 'APDN')","('High', 'APDN')","('Low', 'APDN')","('Open', 'APDN')","('Volume', 'APDN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,12.0,12.800000190734863,12.0,12.399999618530272,1915.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,12.399999618530272,12.800000190734863,12.399999618530272,12.600000381469728,1790.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,12.800000190734863,12.800000190734863,12.199999809265137,12.399999618530272,535.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,12.199999809265137,12.600000381469728,12.199999809265137,12.399999618530272,1065.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,12.800000190734863,12.800000190734863,12.399999618530272,12.600000381469728,2990.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,12.800000190734863,12.800000190734863,12.0,12.199999809265137,1890.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,12.600000381469728,12.600000381469728,12.0,12.0,1985.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,12.0,12.199999809265137,12.0,12.199999809265137,1180.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,12.0,12.600000381469728,12.0,12.0,5205.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,12.199999809265137,12.600000381469728,12.0,12.0,1735.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,12.399999618530272,12.600000381469728,12.0,12.399999618530272,1750.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,12.399999618530272,12.399999618530272,12.0,12.199999809265137,1425.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,12.399999618530272,12.600000381469728,12.0,12.0,1970.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,11.800000190734863,12.399999618530272,11.800000190734863,12.199999809265137,2355.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,12.199999809265137,12.800000190734863,12.199999809265137,12.600000381469728,2970.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,12.399999618530272,12.600000381469728,12.199999809265137,12.600000381469728,1025.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,12.800000190734863,12.800000190734863,12.399999618530272,12.600000381469728,1445.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,12.600000381469728,12.600000381469728,12.399999618530272,12.399999618530272,1040.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,12.399999618530272,12.600000381469728,12.199999809265137,12.199999809265137,1000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,12.399999618530272,12.399999618530272,12.0,12.0,1120.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,11.399999618530272,12.399999618530272,10.399999618530272,11.600000381469728,6940.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,11.199999809265137,12.199999809265137,11.199999809265137,12.0,1615.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,12.0,12.0,11.199999809265137,11.399999618530272,3010.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,11.399999618530272,12.0,11.199999809265137,11.199999809265137,2265.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,11.199999809265137,11.399999618530272,10.800000190734863,11.399999618530272,2660.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,12.0,12.399999618530272,11.800000190734863,12.0,7050.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,12.600000381469728,12.600000381469728,11.800000190734863,12.0,5090.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,11.800000190734863,12.600000381469728,11.399999618530272,12.199999809265137,6085.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,12.199999809265137,12.399999618530272,11.199999809265137,11.399999618530272,2020.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,11.800000190734863,12.0,11.199999809265137,11.800000190734863,1790.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,11.600000381469728,12.399999618530272,11.600000381469728,12.0,5400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,11.800000190734863,12.399999618530272,11.399999618530272,12.199999809265137,1270.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,12.0,13.600000381469728,12.0,12.800000190734863,19090.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,13.800000190734863,14.399999618530272,13.0,13.600000381469728,16990.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,14.399999618530272,14.399999618530272,13.0,13.399999618530272,10475.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,13.399999618530272,13.800000190734863,13.0,13.199999809265137,4235.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,13.199999809265137,14.399999618530272,12.199999809265137,13.0,7025.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,12.800000190734863,13.0,11.800000190734863,12.399999618530272,3945.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,12.399999618530272,12.399999618530272,11.800000190734863,11.800000190734863,5940.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,12.0,12.199999809265137,11.199999809265137,12.0,2425.0,,,,,,,,,,
