Date,Open,High,Low,Close,Volume,"('Adj Close', 'WWW')","('Close', 'WWW')","('High', 'WWW')","('Low', 'WWW')","('Open', 'WWW')","('Volume', 'WWW')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,8.800000190734863,8.90999984741211,8.609999656677246,8.640000343322754,955300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,8.510000228881836,8.5600004196167,7.869999885559082,7.880000114440918,1291700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,7.820000171661377,7.849999904632568,7.579999923706055,7.71999979019165,1359900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,7.800000190734863,8.020000457763672,7.710000038146973,7.730000019073486,997400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,7.869999885559082,9.279999732971191,7.869999885559082,9.149999618530272,1835900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,9.029999732971191,9.170000076293944,8.880000114440918,8.930000305175781,1035700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,8.880000114440918,9.029999732971191,8.6899995803833,8.960000038146973,977500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,8.84000015258789,9.300000190734863,8.729999542236328,9.06999969482422,1205400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,9.149999618530272,9.220000267028809,8.920000076293945,8.9399995803833,731800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,8.789999961853027,8.899999618530273,8.539999961853027,8.59000015258789,710400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,8.380000114440918,8.380000114440918,8.069999694824219,8.140000343322754,917300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,8.15999984741211,8.279999732971191,7.880000114440918,8.180000305175781,922800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,8.1899995803833,8.3100004196167,7.989999771118164,8.239999771118164,1223700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,8.350000381469727,8.539999961853027,8.260000228881836,8.5,885700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,8.720000267028809,8.779999732971191,8.550000190734863,8.619999885559082,632100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,8.729999542236328,8.75,8.369999885559082,8.380000114440918,575800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,8.479999542236328,8.649999618530273,8.319999694824219,8.460000038146973,484500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,8.59000015258789,8.760000228881836,8.569999694824219,8.59000015258789,521500.0,,,,,,,,,,
