Date,Open,High,Low,Close,Volume,"('Adj Close', 'ALBT')","('Close', 'ALBT')","('High', 'ALBT')","('Low', 'ALBT')","('Open', 'ALBT')","('Volume', 'ALBT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.900000095367432,7.349999904632568,6.824999809265137,7.050000190734863,460.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.764999866485596,7.199999809265137,6.465000152587891,6.900000095367432,173.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,7.199999809265137,7.199999809265137,6.675000190734863,6.75,1013.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.599999904632568,6.75,6.449999809265137,6.75,307.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.449999809265137,7.110000133514404,6.449999809265137,6.675000190734863,513.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.599999904632568,7.215000152587891,6.375,6.809999942779541,660.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.764999866485596,6.900000095367432,6.300000190734863,6.795000076293945,333.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.449999809265137,7.184999942779541,6.449999809265137,6.75,460.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.900000095367432,6.900000095367432,6.300000190734863,6.599999904632568,420.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.449999809265137,6.599999904632568,6.300000190734863,6.300000190734863,493.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.300000190734863,6.389999866485596,6.0,6.300000190734863,860.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,5.849999904632568,6.375,5.849999904632568,6.0,793.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.284999847412109,6.599999904632568,6.0,6.375,407.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.375,6.375,6.150000095367432,6.150000095367432,447.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,6.150000095367432,6.375,5.864999771118164,5.864999771118164,567.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,6.164999961853027,6.375,6.164999961853027,6.375,187.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,6.150000095367432,6.150000095367432,5.925000190734863,6.150000095367432,160.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,6.269999980926514,6.300000190734863,5.940000057220459,5.954999923706055,313.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,6.300000190734863,6.375,6.0,6.0,353.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,6.0,6.900000095367432,6.0,6.449999809265137,2820.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,6.599999904632568,6.690000057220459,6.434999942779541,6.690000057220459,173.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,6.224999904632568,6.75,6.03000020980835,6.03000020980835,687.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,6.03000020980835,6.75,6.03000020980835,6.195000171661377,333.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,5.954999923706055,6.40500020980835,5.820000171661377,5.985000133514404,887.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,6.300000190734863,6.300000190734863,5.699999809265137,5.699999809265137,547.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,6.0,6.329999923706055,5.715000152587891,5.715000152587891,487.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,6.014999866485596,6.315000057220459,5.730000019073486,6.045000076293945,507.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,5.699999809265137,6.329999923706055,5.400000095367432,6.300000190734863,1233.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,5.849999904632568,6.300000190734863,5.849999904632568,6.150000095367432,440.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,6.059999942779541,6.300000190734863,6.059999942779541,6.224999904632568,1067.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,6.224999904632568,6.224999904632568,6.0,6.119999885559082,247.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,6.074999809265137,6.150000095367432,5.849999904632568,5.849999904632568,1033.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,5.849999904632568,5.985000133514404,5.730000019073486,5.744999885559082,747.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,5.849999904632568,5.909999847412109,5.849999904632568,5.849999904632568,467.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,5.96999979019165,5.96999979019165,5.849999904632568,5.849999904632568,407.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,5.849999904632568,5.96999979019165,5.639999866485596,5.699999809265137,1473.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,5.550000190734863,6.03000020980835,5.550000190734863,5.909999847412109,627.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,5.699999809265137,6.239999771118164,5.699999809265137,5.864999771118164,160.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,5.715000152587891,6.224999904632568,5.400000095367432,5.414999961853027,168373.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,6.300000190734863,6.75,5.730000019073486,6.239999771118164,294153.0,,,,,,,,,,
