Date,Open,High,Low,Close,Volume,"('Adj Close', 'PIRS')","('Close', 'PIRS')","('High', 'PIRS')","('Low', 'PIRS')","('Open', 'PIRS')","('Volume', 'PIRS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,14.991999626159668,15.592000007629396,14.407999992370604,14.895999908447266,5851.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,14.935999870300291,15.055999755859377,14.239999771118164,14.479999542236328,3039.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,14.208000183105469,14.69200038909912,14.15999984741211,14.31999969482422,1523.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,14.31999969482422,14.383999824523926,13.767999649047852,14.095999717712402,1529.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,14.095999717712402,14.112000465393066,13.215999603271484,13.727999687194824,6041.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,15.199999809265137,15.279999732971191,13.760000228881836,13.776000022888184,2351.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,13.911999702453612,14.071999549865724,13.4399995803833,13.687999725341797,3374.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,13.600000381469728,14.088000297546388,13.407999992370604,13.503999710083008,4858.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,13.84000015258789,14.791999816894531,13.789600372314451,14.312000274658203,7984.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,14.239999771118164,14.312000274658203,13.368000030517578,13.62399959564209,5179.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,13.751999855041504,14.399999618530272,13.303999900817873,13.51200008392334,3109.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,13.720000267028809,13.751999855041504,13.184000015258787,13.31999969482422,1828.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,13.347200393676758,13.496000289916992,13.199999809265137,13.336000442504885,2138.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,13.263999938964844,13.432000160217283,12.887999534606934,13.144000053405762,1813.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,13.32800006866455,13.67199993133545,12.80799961090088,13.392000198364258,5066.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,12.960000038146973,13.503999710083008,12.64799976348877,12.791999816894531,3562.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,12.97599983215332,13.496000289916992,12.687999725341797,12.791999816894531,2486.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,12.800000190734863,13.19200038909912,12.776000022888184,13.119999885559082,3973.0,,,,,,,,,,
