Date,Open,High,Low,Close,Volume,"('Adj Close', 'SCYX')","('Close', 'SCYX')","('High', 'SCYX')","('Low', 'SCYX')","('Open', 'SCYX')","('Volume', 'SCYX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.289999961853028,2.365000009536743,2.190000057220459,2.2100000381469727,296000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.9900000095367432,2.0299999713897705,1.850000023841858,1.9600000381469729,847700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.0,2.0299999713897705,1.909999966621399,1.940000057220459,508600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.940000057220459,1.940000057220459,1.850000023841858,1.8899999856948853,151500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.899999976158142,2.0199999809265137,1.888000011444092,2.0199999809265137,146300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.9900000095367432,2.0199999809265137,1.9600000381469729,1.9800000190734863,60300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.0,2.049999952316284,1.9299999475479128,2.039999961853028,122600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,2.0199999809265137,2.0290000438690186,1.950000047683716,2.0,77200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,2.049999952316284,2.049999952316284,1.9700000286102293,1.9800000190734863,95000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.9700000286102293,1.9700000286102293,1.870000004768372,1.899999976158142,112000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.870000004768372,1.8799999952316284,1.840000033378601,1.870000004768372,92600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.8899999856948853,1.9900000095367432,1.870000004768372,1.8899999856948853,258400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.8899999856948853,1.8899999856948853,1.809999942779541,1.830000042915344,110800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.8200000524520876,1.870000004768372,1.7999999523162842,1.840000033378601,70000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.850000023841858,1.899999976158142,1.840000033378601,1.8799999952316284,68300.0,,,,,,,,,,
