Date,Open,High,Low,Close,Volume,"('Adj Close', 'COLM')","('Close', 'COLM')","('High', 'COLM')","('Low', 'COLM')","('Open', 'COLM')","('Volume', 'COLM')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,79.38999938964844,79.75,78.44999694824219,79.31999969482422,463200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,78.47000122070312,78.47000122070312,76.66000366210938,76.69999694824219,304300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,76.37000274658203,76.97000122070312,75.70999908447266,76.88999938964844,344700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,75.0,76.58999633789062,73.62000274658203,75.37000274658203,744600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,75.38999938964844,76.98999786376953,75.13999938964844,76.75,364800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,76.3499984741211,77.80999755859375,75.91000366210938,77.51000213623047,324400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,77.58999633789062,77.94000244140625,76.66000366210938,77.79000091552734,327300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,77.44999694824219,77.91000366210938,76.87999725341797,77.56999969482422,259600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,78.06999969482422,78.7699966430664,77.04000091552734,77.38999938964844,296200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,76.69000244140625,77.69999694824219,75.72000122070312,77.66999816894531,438200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,76.83000183105469,77.27999877929688,76.02999877929688,76.98999786376953,363600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,77.48999786376953,77.73999786376953,76.18000030517578,77.5,366800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,77.79000091552734,78.41000366210938,76.83999633789062,78.4000015258789,263100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,78.5999984741211,79.36000061035156,78.27999877929688,79.3499984741211,276900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,79.94999694824219,80.66000366210938,78.83999633789062,79.55000305175781,301100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,79.87000274658203,80.2699966430664,78.77999877929688,78.83000183105469,297200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,79.2699966430664,80.02999877929688,78.16999816894531,78.38999938964844,458500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,78.48999786376953,80.83000183105469,78.1500015258789,80.47000122070312,751800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,80.31999969482422,81.33000183105469,79.7699966430664,81.23999786376953,434800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,81.2300033569336,81.7699966430664,80.9000015258789,81.38999938964844,457200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,81.12999725341797,81.55999755859375,79.25,79.26000213623047,597700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,79.58000183105469,82.25,79.19999694824219,82.06999969482422,854100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,73.95999908447266,81.56999969482422,73.51000213623047,81.36000061035156,2018900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,80.68000030517578,80.68000030517578,76.76000213623047,77.58000183105469,852100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,77.48999786376953,78.29000091552734,76.94000244140625,77.58000183105469,733200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,77.55000305175781,78.1500015258789,76.54000091552734,77.1500015258789,447900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,77.6500015258789,78.58000183105469,76.52999877929688,78.06999969482422,779100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,78.54000091552734,80.33000183105469,78.5,80.05000305175781,668100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,80.37999725341797,81.66999816894531,80.37999725341797,81.25,534800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,79.56999969482422,80.83000183105469,78.83000183105469,80.1500015258789,506200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,80.87999725341797,81.5999984741211,79.80999755859375,81.48999786376953,373800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,81.76000213623047,82.37000274658203,81.56999969482422,81.7300033569336,311000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,80.77999877929688,81.66999816894531,80.5,81.08999633789062,572400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,80.58000183105469,81.23999786376953,80.01000213623047,80.02999877929688,505200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,80.0199966430664,81.51000213623047,79.9000015258789,81.5,394800.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,81.66999816894531,82.3499984741211,81.30999755859375,81.94999694824219,312200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,82.22000122070312,83.1500015258789,81.77999877929688,82.7300033569336,500300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,82.33999633789062,82.4000015258789,80.75,81.06999969482422,431800.0,,,,,,,,,,
