Date,Open,High,Low,Close,Volume,"('Adj Close', 'IDA')","('Close', 'IDA')","('High', 'IDA')","('Low', 'IDA')","('Open', 'IDA')","('Volume', 'IDA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,97.94000244140624,99.6500015258789,97.94000244140624,99.19000244140624,312900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,99.5,99.5999984741211,98.2699966430664,98.9800033569336,320700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,98.93000030517578,99.37999725341795,98.33999633789062,98.41999816894533,240000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,97.95999908447266,99.75,97.5199966430664,98.91999816894533,358200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,98.7300033569336,98.88999938964844,97.6999969482422,98.41999816894533,313700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,98.08000183105467,98.2300033569336,97.29000091552734,98.1500015258789,293900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,98.06999969482422,98.18000030517578,97.22000122070312,97.2699966430664,236800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,96.7300033569336,96.8000030517578,94.3000030517578,94.86000061035156,343200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,95.80999755859376,95.8499984741211,95.02999877929688,95.73999786376952,247600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,95.73999786376952,96.3499984741211,94.1500015258789,94.16000366210938,211500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,93.45999908447266,94.51000213623048,92.72000122070312,93.5,253500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,93.18000030517578,93.18000030517578,91.8499984741211,92.12999725341795,219600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,92.5500030517578,92.73999786376952,91.58000183105467,92.5,246300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,91.88999938964844,93.16000366210938,91.88999938964844,93.05999755859376,686500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,93.31999969482422,93.45999908447266,92.63999938964844,93.1999969482422,517600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,93.94000244140624,94.0999984741211,91.72000122070312,91.7699966430664,491200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,92.8000030517578,93.05999755859376,91.81999969482422,92.83000183105467,433800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,93.31999969482422,93.31999969482422,92.44000244140624,92.56999969482422,265400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,92.77999877929688,94.4800033569336,92.5,94.44000244140624,341400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,94.5199966430664,94.5199966430664,93.33999633789062,93.51000213623048,243500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,94.16999816894533,94.36000061035156,92.4000015258789,92.58000183105467,263100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,92.2699966430664,94.5500030517578,91.41000366210938,94.4499969482422,219500.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,92.26000213623048,93.1500015258789,91.37999725341795,92.16999816894533,150400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,91.13999938964844,91.1999969482422,89.76000213623047,89.76000213623047,166400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,89.55000305175781,90.11000061035156,89.5199966430664,89.86000061035156,272700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,90.08999633789062,90.08999633789062,89.22000122070312,89.5199966430664,212800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,89.16999816894531,89.2300033569336,88.08000183105469,88.4000015258789,434600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,88.3499984741211,90.04000091552734,88.3499984741211,89.55999755859375,266600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,89.75,90.56999969482422,89.41999816894531,89.66000366210938,262800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,88.61000061035156,89.31999969482422,86.51000213623047,86.94000244140625,400300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,86.81999969482422,87.62000274658203,86.43000030517578,87.05999755859375,548800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,87.33999633789062,88.98999786376953,87.12999725341797,88.93000030517578,506500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,88.77999877929688,89.25,87.73999786376953,88.66999816894531,344500.0,,,,,,,,,,
