Date,Open,High,Low,Close,Volume,"('Adj Close', 'VAC')","('Close', 'VAC')","('High', 'VAC')","('Low', 'VAC')","('Open', 'VAC')","('Volume', 'VAC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,85.8499984741211,88.94000244140625,85.8499984741211,88.51000213623047,628800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,86.56999969482422,86.56999969482422,83.87000274658203,84.62999725341797,622800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,84.5999984741211,85.80000305175781,84.19999694824219,85.19999694824219,473800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,84.1500015258789,87.5,83.80000305175781,86.13999938964844,695300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,85.66000366210938,88.52999877929688,85.05999755859375,88.5,517900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,87.16000366210938,88.02999877929688,86.1500015258789,86.5999984741211,380300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,86.05999755859375,87.55999755859375,85.87999725341797,87.19999694824219,405700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,86.7699966430664,87.16000366210938,85.37999725341797,86.25,419500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,86.94999694824219,87.2699966430664,83.7300033569336,83.98999786376953,488200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,83.23999786376953,83.80000305175781,82.23999786376953,83.58000183105469,409900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,81.68000030517578,83.20999908447266,81.25,81.79000091552734,611800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,82.29000091552734,83.48999786376953,81.9000015258789,83.12000274658203,451300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,83.05999755859375,83.2300033569336,81.5999984741211,82.83000183105469,671500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,83.45999908447266,83.91999816894531,82.81999969482422,83.20999908447266,513100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,84.33999633789062,85.33000183105469,83.5,84.94999694824219,557400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,86.43000030517578,86.43000030517578,84.61000061035156,85.0,443400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,86.38999938964844,87.83999633789062,85.63999938964844,87.79000091552734,842600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,88.27999877929688,88.87999725341797,87.45999908447266,87.51000213623047,372400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,87.19000244140625,87.47000122070312,85.51000213623047,86.68000030517578,332400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,85.73999786376953,87.0999984741211,85.51000213623047,85.5999984741211,401400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,85.25,86.77999877929688,83.79000091552734,83.88999938964844,530200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,84.45999908447266,85.5999984741211,82.51000213623047,84.94000244140625,551900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,83.91000366210938,84.69000244140625,82.0,84.05999755859375,337500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,83.0,83.23999786376953,81.4800033569336,82.58999633789062,375100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,82.52999877929688,84.02999877929688,81.9000015258789,83.36000061035156,306100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,83.69999694824219,83.87999725341797,82.41999816894531,83.04000091552734,310900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,83.26000213623047,84.94000244140625,82.44999694824219,84.51000213623047,341800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,84.44000244140625,84.91000366210938,82.93000030517578,84.79000091552734,391700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,84.88999938964844,89.58000183105469,84.88999938964844,89.2300033569336,585000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,86.54000091552734,86.55000305175781,83.12000274658203,83.95999908447266,649900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,84.83000183105469,85.7300033569336,83.66999816894531,85.62000274658203,301200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,86.38999938964844,88.04000091552734,86.38999938964844,86.7699966430664,401000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,85.83000183105469,86.87999725341797,84.9800033569336,85.22000122070312,412600.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,84.69000244140625,86.79000091552734,84.66000366210938,85.91000366210938,457500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,85.68000030517578,87.68000030517578,85.41999816894531,87.5999984741211,728900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,90.9499969482422,96.62000274658205,88.62999725341797,95.9800033569336,1687800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,95.68000030517578,96.5,94.23999786376952,94.86000061035156,753600.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,94.8499984741211,95.22000122070312,93.6999969482422,94.6500015258789,463900.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,95.5999984741211,96.0199966430664,93.61000061035156,94.31999969482422,627000.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,92.87000274658205,95.33000183105467,92.87000274658205,94.43000030517578,426900.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,94.80999755859376,95.0,92.4499969482422,93.19000244140624,595300.0,,,,,,,,,,
