Date,Open,High,Low,Close,Volume,"('Adj Close', 'THFF')","('Close', 'THFF')","('High', 'THFF')","('Low', 'THFF')","('Open', 'THFF')","('Volume', 'THFF')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,42.65999984741211,43.54999923706055,42.59999847412109,42.81999969482422,49300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,42.720001220703125,43.02000045776367,41.95000076293945,41.97999954223633,36100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,42.06999969482422,42.790000915527344,41.95000076293945,41.95000076293945,28500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,42.31999969482422,42.619998931884766,41.77999877929688,41.93999862670898,50000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,41.70000076293945,42.02000045776367,41.20000076293945,41.75,42900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,41.4900016784668,41.52000045776367,41.06999969482422,41.18000030517578,34200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,41.18000030517578,41.43000030517578,40.81999969482422,41.130001068115234,33800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,41.060001373291016,42.2400016784668,40.31999969482422,40.869998931884766,33900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,41.290000915527344,41.38999938964844,40.43000030517578,40.72999954223633,34100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,40.43000030517578,40.75,39.7400016784668,39.75,74000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,39.52999877929688,40.34000015258789,39.470001220703125,39.79999923706055,32500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,39.79999923706055,39.869998931884766,39.43999862670898,39.81999969482422,42200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,40.11000061035156,40.27999877929688,39.540000915527344,40.25,36100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,40.65999984741211,41.29999923706055,40.65999984741211,41.220001220703125,42100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,41.54999923706055,41.54999923706055,40.720001220703125,40.79999923706055,30400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,41.040000915527344,41.59000015258789,40.95000076293945,41.20000076293945,37200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,41.220001220703125,41.709999084472656,40.43000030517578,41.709999084472656,74700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,41.90999984741211,42.16999816894531,41.709999084472656,41.97999954223633,23800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,41.86000061035156,42.619998931884766,41.79999923706055,42.43999862670898,40800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,42.34999847412109,42.52999877929688,41.630001068115234,42.380001068115234,62900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,42.93000030517578,43.0,39.41999816894531,39.41999816894531,80700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,39.5,39.66999816894531,37.63999938964844,38.83000183105469,146900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,38.380001068115234,38.869998931884766,37.959999084472656,38.2599983215332,70000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,37.81999969482422,38.18999862670898,37.650001525878906,37.77999877929688,63600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,37.68999862670898,37.88999938964844,37.02000045776367,37.130001068115234,49900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,37.470001220703125,37.470001220703125,36.34999847412109,36.90999984741211,46900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,36.709999084472656,37.66999816894531,36.47999954223633,37.66999816894531,60300.0,,,,,,,,,,
