Date,Open,High,Low,Close,Volume,"('Adj Close', 'FORR')","('Close', 'FORR')","('High', 'FORR')","('Low', 'FORR')","('Open', 'FORR')","('Volume', 'FORR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,26.549999237060547,26.709999084472656,25.709999084472656,25.75,40400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,25.6299991607666,25.6299991607666,24.739999771118164,25.200000762939453,63600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,25.32999992370605,25.32999992370605,24.989999771118164,25.11000061035156,35100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,24.920000076293945,25.239999771118164,24.920000076293945,25.09000015258789,71900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,25.0,25.989999771118164,25.0,25.75,54800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,25.350000381469727,25.84000015258789,25.25,25.31999969482422,47000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,25.38999938964844,26.399999618530277,25.229999542236328,26.26000022888184,48900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,26.149999618530277,26.59000015258789,25.549999237060547,26.1200008392334,37200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,26.440000534057617,26.530000686645508,25.920000076293945,26.06999969482422,45000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,26.0,26.399999618530277,25.3700008392334,25.75,50000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,25.36000061035156,26.020000457763672,25.01000022888184,25.049999237060547,35100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,25.280000686645508,25.280000686645508,24.459999084472656,24.8799991607666,37700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,25.020000457763672,25.020000457763672,24.46999931335449,24.88999938964844,26600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,24.90999984741211,25.850000381469727,24.90999984741211,25.809999465942383,49600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,26.07999992370605,26.149999618530277,25.76000022888184,26.01000022888184,34100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,26.190000534057617,26.59000015258789,25.84000015258789,25.979999542236328,32100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,26.270000457763672,26.489999771118164,25.989999771118164,26.34000015258789,45800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,26.540000915527344,26.75,26.450000762939453,26.670000076293945,27100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,26.75,27.11000061035156,26.489999771118164,27.049999237060547,51500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,27.020000457763672,27.020000457763672,26.690000534057617,26.82999992370605,27300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,26.82999992370605,26.82999992370605,25.46999931335449,25.479999542236328,35800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,25.479999542236328,25.8799991607666,25.420000076293945,25.799999237060547,29900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,25.479999542236328,25.489999771118164,24.950000762939453,24.96999931335449,36100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,24.5,24.729999542236328,24.229999542236328,24.530000686645508,49800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,24.450000762939453,24.899999618530277,23.940000534057617,24.020000457763672,49900.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,24.030000686645508,24.030000686645508,23.200000762939453,23.31999969482422,61700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,23.26000022888184,23.559999465942383,22.8799991607666,23.13999938964844,96600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,22.88999938964844,23.850000381469727,21.030000686645508,21.440000534057617,89600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,21.440000534057617,22.149999618530277,21.31999969482422,21.959999084472656,130800.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,21.350000381469727,21.40999984741211,19.8799991607666,20.01000022888184,118400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,20.13999938964844,20.68000030517578,19.940000534057617,20.530000686645508,113800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,20.6299991607666,21.239999771118164,20.309999465942383,20.8799991607666,88000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,20.780000686645508,21.049999237060547,20.5,20.82999992370605,62700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,20.559999465942383,20.850000381469727,20.209999084472656,20.270000457763672,58200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,20.25,20.520000457763672,19.700000762939453,19.920000076293945,60300.0,,,,,,,,,,
