Date,Open,High,Low,Close,Volume,"('Adj Close', 'IGMS')","('Close', 'IGMS')","('High', 'IGMS')","('Low', 'IGMS')","('Open', 'IGMS')","('Volume', 'IGMS')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,8.300000190734863,9.020000457763672,8.135000228881836,8.680000305175781,197600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,8.569999694824219,9.147000312805176,8.479999542236328,8.680000305175781,262200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,8.680000305175781,9.050000190734863,8.380000114440918,8.84000015258789,290500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,8.680000305175781,10.210000038146973,8.319999694824219,10.109999656677246,520400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,10.149999618530272,11.479999542236328,9.520000457763672,11.09000015258789,604900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,10.989999771118164,12.5,10.800000190734863,11.649999618530272,553400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,11.640000343322754,12.300000190734863,10.60099983215332,11.0649995803833,422900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,11.029999732971191,11.270000457763672,10.375,10.960000038146973,314300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,10.9399995803833,11.5,10.885000228881836,10.9399995803833,156600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,10.949999809265137,10.949999809265137,9.079999923706056,9.529999732971191,370700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,9.550000190734863,9.970000267028809,9.170000076293944,9.93000030517578,308700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,9.989999771118164,10.5,9.539999961853027,10.359999656677246,433500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,10.289999961853027,10.899999618530272,10.050000190734863,10.520000457763672,228900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,10.56999969482422,11.145999908447266,10.470000267028809,11.06999969482422,149900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,11.210000038146973,12.149999618530272,10.789999961853027,11.960000038146973,354200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,12.119999885559082,12.600000381469728,11.6899995803833,11.75,236800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,11.979999542236328,12.170000076293944,10.539999961853027,10.68000030517578,213300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,10.760000228881836,10.90999984741211,10.350000381469728,10.630000114440918,162300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,10.619999885559082,11.067999839782717,10.43000030517578,10.739999771118164,150700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,10.710000038146973,10.710000038146973,9.720000267028809,9.779999732971191,170000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,9.770000457763672,11.076000213623049,9.770000457763672,10.520000457763672,142200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,10.56999969482422,11.520000457763672,10.279999732971191,11.380000114440918,166700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,11.25,11.68000030517578,10.829999923706056,11.489999771118164,134800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,11.300000190734863,12.06999969482422,11.100000381469728,11.949999809265137,128000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,11.949999809265137,12.755000114440918,11.847000122070312,12.0,133700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,11.949999809265137,12.020000457763672,10.75,10.979999542236328,95400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,11.109999656677246,13.199999809265137,10.984999656677246,12.949999809265137,218600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,14.479999542236328,15.923999786376951,14.239999771118164,14.5,477400.0,,,,,,,,,,
