Date,Open,High,Low,Close,Volume,"('Adj Close', 'SAIA')","('Close', 'SAIA')","('High', 'SAIA')","('Low', 'SAIA')","('Open', 'SAIA')","('Volume', 'SAIA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,436.0400085449219,440.5799865722656,421.3599853515625,427.5,297400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,422.9599914550781,426.7699890136719,417.2099914550781,418.7900085449219,225400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,417.8399963378906,426.2300109863281,414.1799926757813,421.2200012207031,266200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,421.2300109863281,426.05999755859375,417.5,419.1400146484375,164200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,421.6099853515625,430.8599853515625,416.9299926757813,430.8200073242188,206300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,427.0899963378906,439.0299987792969,427.010009765625,430.0700073242188,200000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,430.0700073242188,436.3599853515625,424.6400146484375,435.9800109863281,217700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,437.75,437.75,425.5899963378906,433.6499938964844,203400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,435.2200012207031,443.0,431.80999755859375,439.8599853515625,269500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,436.9599914550781,445.9500122070313,433.4599914550781,437.989990234375,235000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,432.80999755859375,433.5299987792969,420.1099853515625,431.739990234375,235200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,435.80999755859375,449.1199951171875,434.2900085449219,441.5299987792969,239000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,440.9100036621094,451.1600036621094,438.2799987792969,450.8200073242188,169100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,457.8999938964844,469.8699951171875,457.8999938964844,468.9100036621094,271600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,469.3500061035156,472.1000061035156,459.8999938964844,460.7699890136719,264000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,465.1300048828125,466.0899963378906,452.2200012207031,452.3699951171875,149200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,457.9299926757813,463.2799987792969,450.1700134277344,452.5199890136719,254100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,452.5199890136719,453.4800109863281,444.9800109863281,450.1499938964844,157200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,448.8200073242188,460.4500122070313,448.4100036621094,459.1799926757813,200500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,455.6700134277344,459.1199951171875,452.1099853515625,453.0299987792969,263800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,455.0,468.8299865722656,436.6600036621094,450.5799865722656,499800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,450.5799865722656,469.3500061035156,441.239990234375,467.4500122070313,406300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,486.55999755859375,535.5700073242188,444.3399963378906,534.510009765625,1005200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,534.989990234375,545.4500122070312,520.1099853515625,531.75,398400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,530.0499877929688,540.4500122070312,521.0,530.760009765625,343100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,536.0700073242188,556.9400024414062,532.9000244140625,536.02001953125,496800.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,535.75,553.6799926757812,533.8699951171875,553.0999755859375,315100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,558.6699829101562,568.7100219726562,549.3499755859375,565.27001953125,379500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,571.6400146484375,571.6400146484375,552.4299926757812,560.4000244140625,290900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,545.6699829101562,567.0499877929688,543.4299926757812,555.0,338900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,556.8300170898438,568.8499755859375,556.8300170898438,562.469970703125,251700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,567.9400024414062,569.2000122070312,549.3400268554688,552.530029296875,340200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,548.0700073242188,554.7999877929688,538.5399780273438,540.72998046875,289300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,536.1599731445312,542.1400146484375,519.7899780273438,529.4099731445312,364900.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,526.989990234375,549.02001953125,525.4199829101562,547.3300170898438,274900.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,556.6599731445312,562.8800048828125,555.0,559.1400146484375,250200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,562.5700073242188,566.989990234375,557.9500122070312,563.5900268554688,180300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,561.030029296875,580.0,561.030029296875,574.3599853515625,242600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,575.0,580.0,566.6799926757812,570.4000244140625,234700.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,565.719970703125,570.97998046875,556.3599853515625,562.5900268554688,205900.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,566.5800170898438,581.5399780273438,564.97998046875,575.4000244140625,409600.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,576.5,588.4000244140625,574.6599731445312,579.5599975585938,333200.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,582.280029296875,595.6799926757812,581.6699829101562,584.010009765625,199600.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,584.3599853515625,617.2000122070312,583.469970703125,604.77001953125,517700.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,605.3800048828125,628.3400268554688,605.010009765625,605.9199829101562,392600.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,606.4099731445312,609.6199951171875,599.8400268554688,601.3599853515625,338200.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,604.0,606.7999877929688,582.6199951171875,583.6699829101562,261200.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,582.8800048828125,585.6599731445312,568.2899780273438,579.1900024414062,250700.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,580.97998046875,598.77001953125,578.6599731445312,596.1099853515625,178800.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,595.6199951171875,600.3099975585938,591.010009765625,592.8099975585938,199600.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,594.8300170898438,596.3699951171875,579.9199829101562,588.7000122070312,237600.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,585.2999877929688,592.0999755859375,576.6500244140625,578.0800170898438,400100.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,573.0,582.219970703125,558.97998046875,560.75,308800.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,554.6400146484375,562.6799926757812,551.6599731445312,560.0,234100.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,557.3900146484375,572.6400146484375,556.6699829101562,568.0,464000.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,576.4400024414062,587.7000122070312,570.1900024414062,585.52001953125,203400.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,585.489990234375,586.6099853515625,576.3300170898438,585.9299926757812,166500.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,585.75,587.1500244140625,579.4099731445312,586.4500122070312,142300.0,,,,,,,,,,
