Date,Open,High,Low,Close,Volume,"('Adj Close', 'TELA')","('Close', 'TELA')","('High', 'TELA')","('Low', 'TELA')","('Open', 'TELA')","('Volume', 'TELA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.559999942779541,6.849999904632568,6.369999885559082,6.619999885559082,272800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.679999828338623,6.699999809265137,6.25,6.610000133514404,220400.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.610000133514404,6.880000114440918,6.460000038146973,6.769999980926514,181400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.829999923706055,6.949999809265137,6.610000133514404,6.880000114440918,188300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.909999847412109,7.289999961853027,6.849999904632568,7.21999979019165,197300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,7.119999885559082,7.590000152587891,7.010000228881836,7.349999904632568,179300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,7.309999942779541,7.400000095367432,6.860000133514404,6.929999828338623,133700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.940000057220459,6.96999979019165,6.690000057220459,6.789999961853027,146800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.820000171661377,6.96999979019165,6.659999847412109,6.710000038146973,154000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.670000076293945,7.065000057220459,6.460000038146973,6.949999809265137,210500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.929999828338623,7.0,6.599999904632568,6.679999828338623,139000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.690000057220459,6.96999979019165,6.590000152587891,6.949999809265137,151200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.980000019073486,7.010000228881836,6.59499979019165,6.815000057220459,175300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.820000171661377,7.369999885559082,6.820000171661377,7.199999809265137,186000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,7.340000152587891,7.610000133514404,7.179999828338623,7.610000133514404,164700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,7.699999809265137,7.730000019073486,7.010000228881836,7.050000190734863,67200.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,7.179999828338623,7.550000190734863,7.059999942779541,7.5,71200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,7.619999885559082,7.840000152587891,7.150000095367432,7.179999828338623,76000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,7.159999847412109,7.179999828338623,6.880000114440918,6.989999771118164,72100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,6.989999771118164,7.179999828338623,6.789999961853027,6.829999923706055,31300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,6.860000133514404,7.059999942779541,6.829999923706055,6.909999847412109,72100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,7.010000228881836,7.070000171661377,6.809999942779541,6.980000019073486,54800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,7.019999980926514,7.050000190734863,6.840000152587891,6.940000057220459,53900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,6.940000057220459,6.960000038146973,6.559999942779541,6.559999942779541,36700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,6.539999961853027,7.0,6.510000228881836,6.880000114440918,51200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,6.869999885559082,6.949999809265137,6.650000095367432,6.869999885559082,48600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,6.940000057220459,7.065000057220459,6.829999923706055,6.849999904632568,79100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,6.909999847412109,6.96999979019165,6.800000190734863,6.96999979019165,52100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,6.96999979019165,7.519999980926514,6.96999979019165,7.460000038146973,56500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,7.230000019073486,7.369999885559082,6.989999771118164,7.03000020980835,65000.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,7.099999904632568,7.210000038146973,6.960000038146973,7.210000038146973,51800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,7.340000152587891,7.380000114440918,7.150000095367432,7.360000133514404,49500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,7.320000171661377,7.449999809265137,7.03000020980835,7.28000020980835,87100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,7.289999961853027,7.289999961853027,6.920000076293945,7.059999942779541,53200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,7.070000171661377,7.099999904632568,6.96999979019165,7.0,53300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,7.050000190734863,7.079999923706055,6.820000171661377,7.059999942779541,82900.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,6.910999774932861,7.179999828338623,6.910999774932861,7.070000171661377,41400.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,7.079999923706055,7.130000114440918,6.849999904632568,6.889999866485596,24200.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,6.949999809265137,7.03000020980835,6.800000190734863,7.010000228881836,45800.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,6.900000095367432,6.909999847412109,6.650000095367432,6.75,356100.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,6.880000114440918,6.880000114440918,6.71999979019165,6.760000228881836,28300.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,6.820000171661377,7.159999847412109,6.820000171661377,7.079999923706055,32100.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,7.070000171661377,7.179999828338623,6.866000175476074,6.940000057220459,73600.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,6.849999904632568,6.864999771118164,6.5,6.650000095367432,144800.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,6.53000020980835,6.650000095367432,6.309999942779541,6.400000095367432,200000.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,6.380000114440918,6.440000057220459,6.239999771118164,6.239999771118164,97900.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,6.329999923706055,6.389999866485596,5.71999979019165,5.739999771118164,72800.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,5.710000038146973,5.894999980926514,5.349999904632568,5.519999980926514,129500.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,5.489999771118164,5.510000228881836,5.349999904632568,5.369999885559082,95900.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,5.409999847412109,5.570000171661377,5.320000171661377,5.550000190734863,76700.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,5.539999961853027,5.539999961853027,5.269999980926514,5.409999847412109,71000.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,5.369999885559082,5.539999961853027,5.239999771118164,5.329999923706055,222700.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,5.340000152587891,5.519999980926514,5.289999961853027,5.300000190734863,79100.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,5.340000152587891,5.460000038146973,5.300000190734863,5.349999904632568,267900.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,5.5,5.559999942779541,5.300000190734863,5.510000228881836,112700.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,5.460000038146973,5.980000019073486,5.309999942779541,5.349999904632568,236600.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,5.590000152587891,6.050000190734863,5.550000190734863,5.730000019073486,247300.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,5.829999923706055,5.829999923706055,5.320000171661377,5.440000057220459,104200.0,,,,,,,,,,
