Date,Open,High,Low,Close,Volume,"('Adj Close', 'DE')","('Close', 'DE')","('High', 'DE')","('Low', 'DE')","('Open', 'DE')","('Volume', 'DE')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,399.1199951171875,406.5799865722656,398.0,400.9100036621094,1414600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,396.6199951171875,397.6000061035156,393.260009765625,393.3500061035156,1397600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,394.510009765625,398.5499877929688,392.1000061035156,392.3900146484375,1332100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,390.4299926757813,397.2300109863281,388.05999755859375,395.9599914550781,1100300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,393.5299987792969,398.3399963378906,390.5299987792969,397.9800109863281,1233300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,395.7099914550781,396.8500061035156,390.010009765625,393.2200012207031,1012400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,393.1400146484375,394.1700134277344,390.6499938964844,393.7099914550781,1003900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,394.8399963378906,395.8900146484375,389.9400024414063,390.2200012207031,1190600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,392.0299987792969,395.25,385.75,386.510009765625,1221500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,385.75,389.3500061035156,384.0,385.3500061035156,1292900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,381.2000122070313,382.0199890136719,377.489990234375,378.6099853515625,1466300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,379.1000061035156,381.760009765625,376.2200012207031,381.3900146484375,1125900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,382.6099853515625,384.3800048828125,377.3299865722656,382.7200012207031,1223100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,381.9599914550781,387.1300048828125,381.5899963378906,384.5899963378906,1113600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,387.1799926757813,389.8800048828125,384.6199951171875,387.4599914550781,955000.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,389.9400024414063,393.1700134277344,386.3999938964844,388.4100036621094,1447800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,393.1400146484375,395.0,388.6000061035156,393.010009765625,1103500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,393.7799987792969,396.7200012207031,393.0700073242188,393.6199951171875,884900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,393.9500122070313,398.1900024414063,392.7300109863281,397.6799926757813,969400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,395.1400146484375,398.7699890136719,394.4100036621094,396.9299926757813,1098300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,397.3200073242188,398.0,392.75,393.5799865722656,1342400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,395.0799865722656,397.2000122070313,389.5199890136719,393.6799926757813,1485600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,390.239990234375,395.0799865722656,386.6300048828125,392.6000061035156,1666900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,392.0,393.6400146484375,383.1600036621094,386.0299987792969,2164000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,389.2099914550781,394.1700134277344,388.1400146484375,388.8999938964844,1740600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,390.4299926757813,391.8299865722656,385.6199951171875,385.9500122070313,1671500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,385.8800048828125,387.5700073242188,384.2699890136719,385.8299865722656,1142000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,384.1700134277344,385.6700134277344,380.4500122070313,381.2900085449219,1426300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,384.3299865722656,391.510009765625,384.3299865722656,389.3900146484375,1698100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,384.6300048828125,385.3999938964844,375.510009765625,379.2699890136719,1765200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,383.0,385.55999755859375,377.1300048828125,384.7799987792969,2409000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,367.1000061035156,372.0,360.7699890136719,364.6600036621094,4933800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,360.989990234375,364.0,358.260009765625,360.6799926757813,2273400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,359.5,360.6900024414063,355.0799865722656,357.3800048828125,1973600.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,356.5899963378906,358.6000061035156,354.4599914550781,357.2900085449219,1364300.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,354.1300048828125,358.1400146484375,353.1499938964844,356.7799987792969,2197900.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,357.9800109863281,365.4599914550781,357.3999938964844,364.6600036621094,1704300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,364.0199890136719,366.3500061035156,361.6199951171875,363.2099914550781,1592500.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,363.1300048828125,364.1099853515625,358.239990234375,360.6600036621094,1559700.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,361.4100036621094,365.3299865722656,361.1300048828125,364.80999755859375,1675600.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,366.3699951171875,367.8500061035156,362.8500061035156,365.0499877929688,2491200.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,365.010009765625,368.8200073242188,361.3299865722656,367.8500061035156,1967100.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,368.6000061035156,369.9800109863281,362.9299926757813,364.4200134277344,1335000.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,363.9400024414063,369.6900024414063,363.5700073242188,366.7300109863281,1710000.0,,,,,,,,,,
