Date,Open,High,Low,Close,Volume,"('Adj Close', 'PB')","('Close', 'PB')","('High', 'PB')","('Low', 'PB')","('Open', 'PB')","('Volume', 'PB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,67.31999969482422,68.87999725341797,67.1500015258789,68.33999633789062,588000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,67.0,67.58999633789062,65.61000061035156,65.91000366210938,779300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,65.91000366210938,66.79000091552734,65.80999755859375,65.91999816894531,554500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,65.55999755859375,66.87999725341797,65.33000183105469,66.08000183105469,893800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,65.81999969482422,66.45999908447266,65.5199966430664,66.41999816894531,442800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,65.6500015258789,65.87000274658203,65.33999633789062,65.52999877929688,336600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,65.06999969482422,65.73999786376953,64.87000274658203,65.70999908447266,434000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,64.86000061035156,65.41999816894531,63.7599983215332,65.4000015258789,607000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,65.88999938964844,65.91999816894531,64.22000122070312,64.70999908447266,418600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,63.880001068115234,64.31999969482422,63.38999938964844,63.70000076293945,581600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,63.560001373291016,64.29000091552734,62.90999984741211,63.880001068115234,845200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,64.37999725341797,64.9000015258789,63.81999969482422,64.66999816894531,521300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,64.91999816894531,66.22000122070312,64.5,66.18000030517578,700300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,66.55999755859375,67.2300033569336,66.12999725341797,66.91999816894531,626100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,67.01000213623047,67.23999786376953,65.44999694824219,65.45999908447266,849200.0,,,,,,,,,,
