Date,Open,High,Low,Close,Volume,"('Adj Close', 'DK')","('Close', 'DK')","('High', 'DK')","('Low', 'DK')","('Open', 'DK')","('Volume', 'DK')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,25.799999237060547,26.459999084472656,25.790000915527344,26.3700008392334,704400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,26.32999992370605,27.1299991607666,26.190000534057617,26.700000762939453,890700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,26.8799991607666,27.18000030517578,26.01000022888184,26.1200008392334,697200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,26.3799991607666,26.530000686645508,26.0,26.15999984741211,722500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,25.76000022888184,25.84000015258789,24.989999771118164,25.68000030517578,986800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,25.559999465942383,25.559999465942383,24.979999542236328,25.190000534057617,846400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,25.200000762939453,25.25,24.40999984741211,24.520000457763672,799800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,24.63999938964844,25.26000022888184,24.59000015258789,25.13999938964844,992700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,25.6200008392334,25.75,25.170000076293945,25.36000061035156,644200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,25.32999992370605,25.6299991607666,24.540000915527344,24.559999465942383,893900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,24.21999931335449,24.459999084472656,23.81999969482422,23.93000030517578,905400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,23.950000762939453,24.09000015258789,23.549999237060547,24.07999992370605,695200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,24.21999931335449,24.43000030517578,23.850000381469727,24.40999984741211,717300.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,24.440000534057617,24.84000015258789,24.18000030517578,24.75,708600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,24.739999771118164,25.059999465942383,24.450000762939453,24.989999771118164,1063300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,25.100000381469727,25.170000076293945,24.790000915527344,25.09000015258789,760000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,25.520000457763672,25.81999969482422,25.290000915527344,25.770000457763672,788800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,25.790000915527344,26.6299991607666,25.670000076293945,26.59000015258789,728600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,26.56999969482422,27.0,26.21999931335449,26.979999542236328,792800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,26.68000030517578,27.88999938964844,26.540000915527344,27.86000061035156,1352900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,27.979999542236328,28.049999237060547,27.020000457763672,27.030000686645508,1085200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,27.15999984741211,27.350000381469727,26.18000030517578,26.959999084472656,1002100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,26.84000015258789,26.989999771118164,26.200000762939453,26.5,847300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,26.209999084472656,27.25,26.0,27.18000030517578,664200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,27.209999084472656,27.799999237060547,26.600000381469727,26.65999984741211,807300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,26.809999465942383,27.68000030517578,26.6299991607666,27.309999465942383,750400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,27.290000915527344,28.26000022888184,27.25,28.11000061035156,696000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,27.979999542236328,28.5,27.979999542236328,28.43000030517578,1047400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,28.46999931335449,28.81999969482422,28.270000457763672,28.32999992370605,878500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,28.11000061035156,28.3700008392334,27.57999992370605,27.8700008392334,848500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,28.170000076293945,28.229999542236328,27.450000762939453,28.06999969482422,731900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,28.020000457763672,28.90999984741211,28.020000457763672,28.700000762939453,985200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,28.670000076293945,28.84000015258789,28.15999984741211,28.31999969482422,640100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,28.15999984741211,28.209999084472656,27.040000915527344,27.32999992370605,1133600.0,,,,,,,,,,
