Date,Open,High,Low,Close,Volume,"('Adj Close', 'BOTJ')","('Close', 'BOTJ')","('High', 'BOTJ')","('Low', 'BOTJ')","('Open', 'BOTJ')","('Volume', 'BOTJ')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,11.890000343322754,12.25,11.890000343322754,12.25,3600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,12.210000038146973,12.210000038146973,12.210000038146973,12.210000038146973,700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,12.149999618530272,12.149999618530272,11.739999771118164,11.989999771118164,16500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,11.609999656677246,12.09000015258789,11.5600004196167,12.079999923706056,12000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,12.079999923706056,12.079999923706056,12.079999923706056,12.079999923706056,700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,12.119999885559082,12.119999885559082,12.119999885559082,12.119999885559082,400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,12.050000190734863,12.050000190734863,11.850000381469728,11.989999771118164,1100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,11.9399995803833,11.989999771118164,11.9399995803833,11.989999771118164,1200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,11.899999618530272,11.979999542236328,11.289999961853027,11.960000038146973,16100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,12.09000015258789,12.09000015258789,11.899999618530272,12.09000015258789,1000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,12.09000015258789,12.09000015258789,12.09000015258789,12.09000015258789,0.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,11.84000015258789,12.09000015258789,11.56999969482422,12.010000228881836,3200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,11.720000267028809,12.09000015258789,11.720000267028809,12.079999923706056,2500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,12.079999923706056,12.079999923706056,11.93000030517578,11.93000030517578,3300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,12.06999969482422,12.079999923706056,11.93000030517578,11.949999809265137,900.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,11.859999656677246,12.140000343322754,11.859999656677246,12.140000343322754,2600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,12.149999618530272,12.149999618530272,11.979999542236328,11.979999542236328,2300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,12.149999618530272,12.149999618530272,12.140000343322754,12.140000343322754,800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,12.050000190734863,12.149999618530272,12.050000190734863,12.149999618530272,600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,12.130000114440918,12.130000114440918,11.949999809265137,12.130000114440918,4100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,12.130000114440918,12.149999618530272,11.829999923706056,12.130000114440918,8400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,11.9399995803833,12.140000343322754,11.9399995803833,12.130000114440918,1300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,12.09000015258789,12.149999618530272,12.09000015258789,12.149999618530272,2000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,12.149999618530272,12.149999618530272,12.149999618530272,12.149999618530272,1400.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,11.920000076293944,12.0,11.850000381469728,12.0,5700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,11.880000114440918,12.0,11.880000114440918,12.0,2100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,11.989999771118164,12.0,11.75,11.949999809265137,2400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,11.779999732971191,11.949999809265137,11.779999732971191,11.93000030517578,2500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,11.8100004196167,11.989999771118164,11.8100004196167,11.81999969482422,1700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,11.800000190734863,11.829999923706056,11.75,11.75,11100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,11.960000038146973,11.960000038146973,11.699999809265137,11.920000076293944,50600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,11.760000228881836,11.949999809265137,11.279999732971191,11.800000190734863,6700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,11.609999656677246,11.789999961853027,11.609999656677246,11.75,2900.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,11.739999771118164,11.9399995803833,11.600000381469728,11.600000381469728,2800.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,11.720000267028809,11.720000267028809,11.5,11.579999923706056,1500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,11.670000076293944,11.779999732971191,11.420000076293944,11.600000381469728,1800.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,11.520000457763672,11.6899995803833,11.470000267028809,11.5,3500.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,11.68000030517578,11.779999732971191,11.649999618530272,11.649999618530272,2000.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,11.4399995803833,11.470000267028809,11.4399995803833,11.470000267028809,600.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,11.470000267028809,11.470000267028809,11.470000267028809,11.470000267028809,0.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,11.75,11.75,11.75,11.75,400.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,11.75,11.75,11.75,11.75,0.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,11.68000030517578,11.68000030517578,11.640000343322754,11.640000343322754,1300.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,11.739999771118164,11.75,11.65999984741211,11.65999984741211,1100.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,11.65999984741211,11.75,11.369999885559082,11.399999618530272,4100.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,11.399999618530272,11.399999618530272,11.399999618530272,11.399999618530272,200.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,11.399999618530272,11.399999618530272,11.300000190734863,11.300000190734863,800.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,11.289999961853027,11.289999961853027,11.289999961853027,11.289999961853027,800.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,11.25,11.25,11.130000114440918,11.130000114440918,700.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,11.350000381469728,11.43000030517578,11.039999961853027,11.039999961853027,2000.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,11.0600004196167,11.0600004196167,10.5,10.800000190734863,4100.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,10.899999618530272,10.979999542236328,10.800000190734863,10.800000190734863,2900.0,,,,,,,,,,
