Date,Open,High,Low,Close,Volume,"('Adj Close', 'ARCT')","('Close', 'ARCT')","('High', 'ARCT')","('Low', 'ARCT')","('Open', 'ARCT')","('Volume', 'ARCT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,31.57999992370605,34.119998931884766,30.65999984741211,33.09000015258789,366800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,32.689998626708984,32.7599983215332,30.90999984741211,31.3700008392334,260100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,31.32999992370605,31.780000686645508,29.90999984741211,31.290000915527344,279000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,30.670000076293945,31.649999618530277,29.6299991607666,31.229999542236328,153200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,30.899999618530277,32.66999816894531,30.38999938964844,32.650001525878906,279800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,32.029998779296875,33.41999816894531,31.170000076293945,32.95000076293945,337500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,32.810001373291016,34.22999954223633,32.09000015258789,34.20000076293945,502100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,33.7400016784668,33.77000045776367,31.88999938964844,32.02000045776367,702500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,32.349998474121094,33.650001525878906,31.989999771118164,33.150001525878906,347300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,32.619998931884766,32.97999954223633,30.950000762939453,32.279998779296875,332200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,31.549999237060547,33.34000015258789,30.670000076293945,32.45000076293945,362700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,32.7599983215332,32.7599983215332,31.270000457763672,32.27000045776367,262100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,32.36000061035156,33.369998931884766,31.63999938964844,32.77000045776367,297400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,33.0,34.959999084472656,33.0,34.13999938964844,375300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,34.59000015258789,34.83000183105469,33.66999816894531,34.630001068115234,395500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,34.970001220703125,34.97999954223633,32.04999923706055,32.20000076293945,311400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,32.689998626708984,33.72999954223633,32.459999084472656,32.88999938964844,284000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,32.900001525878906,33.41999816894531,31.5,31.71999931335449,263400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,31.93000030517578,33.65999984741211,31.049999237060547,33.630001068115234,352200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,33.34000015258789,33.34000015258789,31.989999771118164,32.70000076293945,251200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,32.459999084472656,34.310001373291016,32.0,32.970001220703125,380700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,33.310001373291016,35.0,32.33000183105469,34.66999816894531,450600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,34.060001373291016,35.52000045776367,33.41999816894531,34.720001220703125,331900.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,34.619998931884766,35.349998474121094,33.43000030517578,35.06999969482422,281900.0,,,,,,,,,,
