Date,Open,High,Low,Close,Volume,"('Adj Close', 'SRG')","('Close', 'SRG')","('High', 'SRG')","('Low', 'SRG')","('Open', 'SRG')","('Volume', 'SRG')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,9.300000190734863,9.484999656677246,9.300000190734863,9.399999618530272,169800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,9.229999542236328,9.420000076293944,9.130000114440918,9.329999923706056,307200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,9.270000457763672,9.390000343322754,9.234999656677246,9.279999732971191,321300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,9.1899995803833,9.350000381469728,9.1899995803833,9.289999961853027,256100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,9.31999969482422,9.479999542236328,9.25,9.420000076293944,205800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,9.329999923706056,9.600000381469728,9.31999969482422,9.59000015258789,363300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,9.59000015258789,9.670000076293944,9.3100004196167,9.359999656677246,652100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,9.3100004196167,9.529999732971191,9.270000457763672,9.5,368000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,9.550000190734863,9.75,9.520000457763672,9.550000190734863,300800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,9.449999809265137,9.550000190734863,9.40999984741211,9.520000457763672,285300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,9.5,9.59000015258789,9.475000381469728,9.579999923706056,335800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,9.630000114440918,9.630000114440918,9.440999984741213,9.529999732971191,257200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,9.579999923706056,9.670000076293944,9.5,9.600000381469728,717100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,9.43000030517578,9.649999618530272,9.380000114440918,9.479999542236328,514000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,9.5600004196167,9.579999923706056,9.274999618530272,9.43000030517578,400600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,9.529999732971191,9.539999961853027,9.210000038146973,9.239999771118164,415100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,9.260000228881836,9.329999923706056,9.199999809265137,9.270000457763672,257700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,9.3100004196167,9.359999656677246,9.229999542236328,9.350000381469728,249000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,9.329999923706056,9.369999885559082,9.25,9.350000381469728,200900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,9.260000228881836,9.329999923706056,9.210000038146973,9.3100004196167,315100.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,9.34000015258789,9.420000076293944,9.140000343322754,9.149999618530272,405300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,9.170000076293944,9.359999656677246,9.050000190734863,9.34000015258789,288600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,9.279999732971191,9.279999732971191,9.149999618530272,9.25,219400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,9.18000030517578,9.295000076293944,9.18000030517578,9.270000457763672,192600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,9.289999961853027,9.505000114440918,9.279999732971191,9.489999771118164,398800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,9.479999542236328,9.524999618530272,9.380000114440918,9.5,241700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,9.470000267028809,9.630000114440918,9.460000038146973,9.550000190734863,191300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,9.369999885559082,9.5649995803833,9.369999885559082,9.529999732971191,397400.0,,,,,,,,,,
