Date,Open,High,Low,Close,Volume,"('Adj Close', 'MRVL')","('Close', 'MRVL')","('High', 'MRVL')","('Low', 'MRVL')","('Open', 'MRVL')","('Volume', 'MRVL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,59.459999084472656,59.7599983215332,57.54999923706055,58.16999816894531,8894100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,57.0099983215332,57.43000030517578,56.34000015258789,56.7599983215332,6446200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,56.02999877929688,59.060001373291016,55.630001068115234,58.06999969482422,17872600.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,58.54999923706055,61.150001525878906,58.52000045776367,59.91999816894531,17197500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,60.0,64.45999908447266,59.95000076293945,64.11000061035156,18835100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,63.11000061035156,63.97999954223633,63.060001373291016,63.470001220703125,10379500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,64.01000213623047,64.30000305175781,62.2400016784668,63.43000030517578,9645300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,63.4900016784668,66.05000305175781,62.90999984741211,65.87000274658203,17050700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,65.87000274658203,67.1500015258789,65.44000244140625,65.68000030517578,13826900.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,65.56999969482422,66.98999786376953,64.66000366210938,65.5199966430664,10386300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,64.69000244140625,65.44000244140625,63.27999877929688,65.36000061035156,10483700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,67.33000183105469,69.87999725341797,67.33000183105469,68.20999908447266,22439700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,69.0,71.20999908447266,68.62000274658203,71.08000183105469,18622100.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,72.13999938964844,72.55000305175781,68.93000030517578,70.11000061035156,14311500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,70.05000305175781,70.7300033569336,68.86000061035156,70.5999984741211,10142400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,71.75,73.23999786376953,71.08999633789062,72.27999877929688,13684800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,73.45999908447266,73.52999877929688,69.91000366210938,70.0,15890500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,68.69999694824219,69.56999969482422,67.77999877929688,68.04000091552734,14228700.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,68.44999694824219,70.19999694824219,68.19000244140625,70.13999938964844,8733600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,70.0,70.76000213623047,68.33999633789062,68.83000183105469,9223600.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,67.41000366210938,69.44999694824219,66.69000244140625,67.69999694824219,10017700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,68.19999694824219,68.25,65.51000213623047,66.87000274658203,11575400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,67.0999984741211,68.66999816894531,66.69999694824219,67.52999877929688,11433200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,67.68000030517578,68.05000305175781,65.7699966430664,67.0199966430664,8514300.0,,,,,,,,,,
