Date,Open,High,Low,Close,Volume,"('Adj Close', 'GPOR')","('Close', 'GPOR')","('High', 'GPOR')","('Low', 'GPOR')","('Open', 'GPOR')","('Volume', 'GPOR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,134.1699981689453,136.32000732421875,132.80999755859375,134.08999633789062,115400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,131.6300048828125,134.47000122070312,129.07000732421875,132.0800018310547,237800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,133.3800048828125,133.3800048828125,127.3499984741211,127.88999938964844,203100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,127.41999816894533,127.41999816894533,124.12999725341795,125.33999633789062,307300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,124.3499984741211,126.01000213623048,119.75,125.86000061035156,258600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,125.0,127.36499786376952,122.30999755859376,126.81999969482422,234300.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,126.1500015258789,126.9800033569336,125.29000091552734,125.95999908447266,147400.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,123.11000061035156,126.41000366210938,123.11000061035156,124.05999755859376,174000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,126.8499984741211,126.8499984741211,124.20999908447266,126.01000213623048,159400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,125.0500030517578,126.08999633789062,122.4499969482422,122.77999877929688,116400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,123.77999877929688,124.0009994506836,122.27999877929688,122.95999908447266,138000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,124.12999725341795,127.125,122.75,126.43000030517578,218500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,126.63999938964844,126.63999938964844,124.2699966430664,126.4499969482422,118700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,126.0,128.4600067138672,126.0,127.08999633789062,128100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,127.2699966430664,128.83999633789062,126.01000213623048,127.26000213623048,84100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,128.55999755859375,129.92999267578125,127.94000244140624,129.9199981689453,146400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,131.36000061035156,132.0050048828125,129.09500122070312,131.88999938964844,135600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,132.30999755859375,132.30999755859375,128.97999572753906,131.0399932861328,115300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,130.80999755859375,130.80999755859375,128.3699951171875,129.64999389648438,89400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,129.00999450683594,132.4600067138672,129.00999450683594,132.2899932861328,105400.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,132.5399932861328,132.88499450683594,126.20999908447266,126.9000015258789,293100.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,127.87999725341795,129.46499633789062,123.5199966430664,124.70999908447266,220400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,124.44000244140624,125.0999984741211,122.79000091552734,124.45999908447266,185400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,123.3499984741211,124.29000091552734,120.9800033569336,121.87000274658205,140700.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,121.3000030517578,124.81999969482422,121.13999938964844,124.0199966430664,120700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,124.26000213623048,125.1999969482422,122.83999633789062,123.55999755859376,88500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,123.80999755859376,126.12999725341795,123.58999633789062,125.91000366210938,166600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,125.43000030517578,127.33000183105467,124.375,126.73999786376952,176400.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,126.5500030517578,130.64500427246094,126.5500030517578,128.74000549316406,132200.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,127.36000061035156,127.52999877929688,125.41000366210938,126.9800033569336,135800.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,128.11000061035156,129.75999450683594,126.7750015258789,128.5,264200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,129.0,136.15499877929688,129.0,134.5800018310547,327400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,135.14999389648438,136.18499755859375,133.08999633789062,134.3300018310547,224100.0,,,,,,,,,,
