Date,Open,High,Low,Close,Volume,"('Adj Close', 'CWAN')","('Close', 'CWAN')","('High', 'CWAN')","('Low', 'CWAN')","('Open', 'CWAN')","('Volume', 'CWAN')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,19.649999618530277,19.649999618530277,19.040000915527344,19.479999542236328,1872400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,19.350000381469727,19.799999237060547,19.01499938964844,19.3799991607666,2146100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,19.3799991607666,19.684999465942383,19.309999465942383,19.34000015258789,965500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,19.209999084472656,19.6299991607666,19.1200008392334,19.549999237060547,1238000.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,19.6299991607666,19.899999618530277,19.51000022888184,19.56999969482422,1012500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,19.489999771118164,19.8700008392334,19.395999908447266,19.600000381469727,803100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,19.649999618530277,19.875,19.3700008392334,19.84000015258789,857600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,19.86000061035156,19.86000061035156,19.63999938964844,19.649999618530277,654200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,19.790000915527344,20.200000762939453,19.700000762939453,20.09000015258789,933400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,20.0,20.18000030517578,19.71999931335449,19.96999931335449,720700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,19.75,19.799999237060547,19.57999992370605,19.6200008392334,449600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,19.690000534057617,19.71999931335449,19.309999465942383,19.3799991607666,1140200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,19.479999542236328,19.479999542236328,18.6200008392334,18.649999618530277,2116200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,18.82999992370605,19.05500030517578,18.649999618530277,19.030000686645508,1762800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,19.020000457763672,19.43000030517578,18.61000061035156,18.770000457763672,581400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,18.989999771118164,19.0,18.364999771118164,18.38999938964844,1042800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,18.489999771118164,18.8700008392334,18.299999237060547,18.86000061035156,1143700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,18.850000381469727,19.25,18.81999969482422,19.11000061035156,1132600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,19.270000457763672,19.65999984741211,19.209999084472656,19.57999992370605,692800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,19.520000457763672,19.6299991607666,19.024999618530277,19.149999618530277,587200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,19.07999992370605,19.36000061035156,18.81999969482422,18.850000381469727,1006000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,18.8799991607666,19.21999931335449,18.71999931335449,19.190000534057617,836900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,19.13999938964844,19.36000061035156,18.989999771118164,19.26000022888184,684400.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,19.25,19.290000915527344,18.450000762939453,18.63999938964844,670300.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,18.780000686645508,18.899999618530277,18.450000762939453,18.75,387300.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,18.82999992370605,18.940000534057617,18.56999969482422,18.93000030517578,1066500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,18.899999618530277,19.200000762939453,18.81999969482422,19.01000022888184,724700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,19.239999771118164,19.549999237060547,19.149999618530277,19.34000015258789,823100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,19.31999969482422,19.670000076293945,19.152000427246094,19.34000015258789,1078000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,18.86000061035156,19.1200008392334,18.72100067138672,18.979999542236328,685500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,19.18000030517578,19.5,19.13999938964844,19.46999931335449,1359700.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,19.63999938964844,19.93000030517578,19.540000915527344,19.90999984741211,713900.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,19.920000076293945,20.0049991607666,19.700000762939453,19.709999084472656,707800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,19.479999542236328,20.100000381469727,19.420000076293945,20.030000686645508,1416300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,19.600000381469727,19.88500022888184,19.21999931335449,19.71999931335449,1502800.0,,,,,,,,,,
