Date,Open,High,Low,Close,Volume,"('Adj Close', 'METC')","('Close', 'METC')","('High', 'METC')","('Low', 'METC')","('Open', 'METC')","('Volume', 'METC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,16.99009895324707,17.584157943725586,16.851484298706055,17.455446243286133,725685.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,17.316831588745117,18.85148429870605,17.22772216796875,18.544553756713867,1652966.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,18.544553756713867,20.643564224243164,18.287128448486328,20.445545196533203,2487024.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,20.653465270996094,20.653465270996094,19.287128448486328,20.198020935058597,1863753.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,20.287128448486328,20.871286392211918,19.396039962768555,20.623762130737305,1925363.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,20.821781158447266,22.326732635498047,20.683168411254883,22.17821884155273,1952229.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,22.475248336791992,22.475248336791992,20.811880111694336,21.21782112121582,2003840.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,21.326732635498047,21.584157943725582,20.297029495239254,20.574256896972656,784669.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,20.673267364501957,21.623762130737305,20.524751663208008,20.574256896972656,847996.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,20.198020935058597,20.297029495239254,17.485149383544922,17.95049476623535,2412183.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,17.623762130737305,18.475248336791992,17.50494956970215,18.37623786926269,1094638.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,18.49505043029785,19.871286392211918,18.346534729003903,19.79207992553711,1079589.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,19.871286392211918,20.02970314025879,19.465347290039062,19.712871551513672,809818.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,19.31683158874512,19.37623786926269,18.643564224243164,18.891088485717773,774468.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,19.07920837402344,19.455446243286133,18.702970504760746,19.00990104675293,887689.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,19.198020935058597,19.900989532470703,18.663366317749023,18.74257469177246,915262.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,18.76237678527832,18.801979064941406,17.76237678527832,17.97029685974121,1105041.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,18.11881256103516,18.603960037231445,17.801979064941406,18.49505043029785,575094.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,18.69306945800781,18.811880111694336,18.23762321472168,18.59405899047852,771842.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,18.712871551513672,18.940593719482425,18.00990104675293,18.92079162597656,644178.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,18.98019790649414,19.584157943725582,18.59405899047852,18.69306945800781,839310.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,18.79207992553711,19.475248336791992,18.41584205627441,18.76237678527832,717403.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,18.603960037231445,19.03960418701172,17.74257469177246,17.891088485717773,1071610.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,17.623762130737305,17.623762130737305,16.455446243286133,16.900989532470703,1294315.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,16.98019790649414,17.02970314025879,16.148515701293945,16.415842056274414,1009091.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,16.405941009521484,16.514850616455078,15.99009895324707,16.178218841552734,979296.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,16.108911514282227,16.77227783203125,15.613861083984377,16.445545196533203,734068.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,16.534652709960938,16.534652709960938,15.564355850219728,16.01980209350586,816888.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,16.148515701293945,16.841583251953125,16.138614654541016,16.74257469177246,554490.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,17.97029685974121,18.801979064941406,16.78217887878418,17.940593719482422,1579741.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,18.198020935058597,18.35643577575684,17.74257469177246,18.21782112121582,815272.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,18.059406280517575,18.198020935058597,17.485149383544922,18.138614654541016,813050.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,18.31683158874512,18.37623786926269,17.425743103027344,17.821781158447266,555197.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,17.673267364501953,17.693069458007812,17.03960418701172,17.297029495239258,575296.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,17.24752426147461,17.841583251953125,16.97029685974121,17.811880111694336,539239.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,17.821781158447266,18.25742530822754,17.23762321472168,18.168317794799805,846279.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,18.069307327270508,18.17821884155273,17.811880111694336,17.940593719482422,572468.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,18.089109420776367,19.20792007446289,17.851484298706055,19.17821884155273,1239169.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,19.306930541992188,19.623762130737305,18.881187438964844,19.20792007446289,699728.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,19.306930541992188,19.306930541992188,16.554454803466797,17.108911514282227,1336230.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,17.26732635498047,17.841583251953125,17.128713607788086,17.405941009521484,722352.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,17.50494956970215,18.108911514282227,17.425743103027344,17.811880111694336,810828.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,17.930692672729492,18.5544548034668,17.811880111694336,18.336633682250977,800829.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,18.2772274017334,19.24752426147461,17.891088485717773,18.37623786926269,743663.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,18.59405899047852,19.12871360778809,18.524751663208008,19.00990104675293,791537.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,19.00990104675293,19.36633682250977,18.76237678527832,18.881187438964844,967681.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,18.21782112121582,20.49505043029785,17.98019790649414,20.475248336791992,1425413.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,20.346534729003903,20.49505043029785,18.871286392211918,19.2772274017334,1262096.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,18.871286392211918,19.00990104675293,17.02970314025879,17.297029495239258,1557319.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,17.297029495239258,17.475248336791992,16.514850616455078,16.930692672729492,1171095.0,,,,,,,,,,
