Date,Open,High,Low,Close,Volume,"('Adj Close', 'PBHC')","('Close', 'PBHC')","('High', 'PBHC')","('Low', 'PBHC')","('Open', 'PBHC')","('Volume', 'PBHC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,13.850000381469728,15.0,13.850000381469728,13.970000267028809,700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,14.329999923706056,14.329999923706056,13.539999961853027,13.539999961853027,2800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,13.760000228881836,13.760000228881836,13.75,13.75,500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,13.300000190734863,13.359999656677246,13.300000190734863,13.359999656677246,600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,13.359999656677246,13.359999656677246,13.359999656677246,13.359999656677246,0.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,13.359999656677246,13.359999656677246,13.359999656677246,13.359999656677246,0.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,13.359999656677246,13.5,13.300000190734863,13.3100004196167,1500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,13.210000038146973,13.25,13.210000038146973,13.25,900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,13.470000267028809,13.520000457763672,13.460000038146973,13.460000038146973,1500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,13.460000038146973,13.460000038146973,13.460000038146973,13.460000038146973,0.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,13.149999618530272,13.149999618530272,13.119999885559082,13.119999885559082,1300.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,13.119999885559082,13.119999885559082,13.119999885559082,13.119999885559082,0.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,13.039999961853027,13.550000190734863,13.039999961853027,13.550000190734863,500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,13.550000190734863,13.550000190734863,13.550000190734863,13.550000190734863,0.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,13.550000190734863,13.550000190734863,13.550000190734863,13.550000190734863,300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,13.550000190734863,13.550000190734863,13.550000190734863,13.550000190734863,0.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,13.550000190734863,13.550000190734863,13.550000190734863,13.550000190734863,500.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,13.100000381469728,13.100000381469728,13.100000381469728,13.100000381469728,400.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,14.40999984741211,14.40999984741211,13.600000381469728,13.600000381469728,1000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,14.279999732971191,14.279999732971191,14.279999732971191,14.279999732971191,300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,13.949999809265137,13.949999809265137,13.949999809265137,13.949999809265137,300.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,13.949999809265137,13.949999809265137,13.949999809265137,13.949999809265137,0.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,14.329999923706056,14.329999923706056,13.300000190734863,13.300000190734863,1000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,13.300000190734863,13.300000190734863,13.300000190734863,13.300000190734863,0.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,13.06999969482422,13.06999969482422,11.989999771118164,12.0,14200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,12.43000030517578,12.56999969482422,12.43000030517578,12.56999969482422,1600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,11.979999542236328,12.0,11.68000030517578,11.75,8400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,11.75,11.75,11.75,11.75,300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,11.850000381469728,12.0,11.75,11.869999885559082,2100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,12.0,12.039999961853027,11.75,11.75,2500.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,12.489999771118164,12.489999771118164,12.0,12.06999969482422,2100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,12.06999969482422,12.06999969482422,12.06999969482422,12.06999969482422,300.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,12.0,13.199999809265137,12.0,12.109999656677246,10300.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,12.0,12.0,11.899999618530272,11.899999618530272,3300.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,12.0,12.0,12.0,12.0,600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,11.989999771118164,11.989999771118164,11.989999771118164,11.989999771118164,400.0,,,,,,,,,,
