Date,Open,High,Low,Close,Volume,"('Adj Close', 'SANA')","('Close', 'SANA')","('High', 'SANA')","('Low', 'SANA')","('Open', 'SANA')","('Volume', 'SANA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.059999942779541,4.300000190734863,3.910000085830689,4.199999809265137,1277300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,4.130000114440918,4.760000228881836,3.950000047683716,4.699999809265137,3890600.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,4.730000019073486,4.96999979019165,4.460000038146973,4.900000095367432,3893300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,5.0,5.539999961853027,4.639999866485596,5.099999904632568,5035800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,4.900000095367432,5.289999961853027,4.860000133514404,5.079999923706055,3105200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,4.960000038146973,5.28000020980835,4.550000190734863,5.15500020980835,2175200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,5.179999828338623,9.149999618530272,5.159999847412109,7.179999828338623,63367900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,7.039999961853027,7.099999904632568,5.829999923706055,6.630000114440918,9415000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.630000114440918,6.89900016784668,5.949999809265137,6.324999809265137,4079600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.510000228881836,6.840000152587891,6.014999866485596,6.360000133514404,2963400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.139999866485596,6.380000114440918,5.920000076293945,6.119999885559082,2632700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.119999885559082,6.190000057220459,5.5,5.650000095367432,2848500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,5.630000114440918,5.630000114440918,4.829999923706055,5.059999942779541,4272700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,5.210000038146973,5.599999904632568,5.119999885559082,5.389999866485596,1707000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,5.460000038146973,5.539999961853027,5.235000133514404,5.349999904632568,1585400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,5.489999771118164,5.954999923706055,5.239999771118164,5.320000171661377,2399600.0,,,,,,,,,,
