Date,Open,High,Low,Close,Volume,"('Adj Close', 'WWD')","('Close', 'WWD')","('High', 'WWD')","('Low', 'WWD')","('Open', 'WWD')","('Volume', 'WWD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,135.25999450683594,136.1300048828125,134.17999267578125,134.97999572753906,264400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,134.08999633789062,134.74000549316406,132.58999633789062,132.61000061035156,368000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,132.50999450683594,134.41000366210938,131.1199951171875,133.08999633789062,316900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,132.66000366210938,133.4499969482422,132.02000427246094,133.17999267578125,398600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,132.64999389648438,133.42999267578125,131.7899932861328,133.3699951171875,151200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,132.2899932861328,133.3300018310547,131.69000244140625,133.2899932861328,103500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,137.36000061035156,138.8800048828125,136.3000030517578,136.97000122070312,397800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,136.50999450683594,138.4499969482422,135.72000122070312,137.9600067138672,405600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,139.0,139.82000732421875,138.02999877929688,139.4499969482422,254800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,138.92999267578125,139.24000549316406,135.60000610351562,136.25,320200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,134.9499969482422,136.55999755859375,134.02999877929688,135.3699951171875,151600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,135.42999267578125,137.1199951171875,134.66000366210938,135.8699951171875,205000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,136.11000061035156,136.83999633789062,135.4499969482422,136.22000122070312,353600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,136.41000366210938,137.57000732421875,135.97999572753906,136.1999969482422,307500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,136.57000732421875,137.9499969482422,136.55999755859375,137.38999938964844,220700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,137.91000366210938,138.72999572753906,135.1300048828125,135.55999755859375,300300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,139.6199951171875,139.6199951171875,134.7899932861328,136.32000732421875,384000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,136.5,139.85000610351562,136.5,139.3000030517578,486600.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,139.85000610351562,143.0,139.14999389648438,142.72000122070312,849100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,149.9600067138672,150.0,140.4600067138672,141.47999572753906,927000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,141.4600067138672,141.4600067138672,137.50999450683594,137.77000427246094,550700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,137.8800048828125,138.97000122070312,136.1300048828125,138.38999938964844,459000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,138.38999938964844,139.05999755859375,136.0,136.25999450683594,582500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,135.55999755859375,136.41000366210938,133.55999755859375,136.02999877929688,281000.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,136.44000244140625,136.9199981689453,135.3800048828125,136.77000427246094,215500.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,137.6300048828125,139.08999633789062,136.55999755859375,137.82000732421875,257900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,137.82000732421875,138.41000366210938,137.2899932861328,137.67999267578125,201100.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,137.69000244140625,138.14999389648438,135.89999389648438,137.89999389648438,299600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,137.64999389648438,138.32000732421875,137.44000244140625,137.75999450683594,233700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,136.50999450683594,137.80999755859375,134.82000732421875,136.05999755859375,271700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,137.25,137.89999389648438,135.92999267578125,137.61000061035156,447200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,138.25999450683594,139.07000732421875,137.67999267578125,138.30999755859375,249400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,137.9499969482422,139.32000732421875,137.50999450683594,137.6999969482422,248500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,137.52999877929688,138.22000122070312,136.5500030517578,137.5,191100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,137.14999389648438,138.4199981689453,137.14999389648438,138.0,332600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,138.22999572753906,139.32000732421875,138.1199951171875,139.0500030517578,330000.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,139.55999755859375,139.99000549316406,138.41000366210938,139.25999450683594,168500.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,138.9499969482422,139.25999450683594,137.58999633789062,138.38999938964844,348600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,138.66000366210938,138.67999267578125,136.50999450683594,137.6699981689453,346200.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,137.42999267578125,140.74000549316406,136.25,140.60000610351562,310100.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,141.52000427246094,142.4600067138672,140.6300048828125,141.49000549316406,325000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,141.0399932861328,143.4600067138672,140.42999267578125,142.14999389648438,401700.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,143.42999267578125,145.0399932861328,142.7100067138672,144.61000061035156,262900.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,144.3800048828125,145.82000732421875,143.02999877929688,143.42999267578125,240700.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,144.3000030517578,148.72999572753906,144.0399932861328,148.3699951171875,435300.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,148.97000122070312,149.57000732421875,147.67999267578125,149.4199981689453,329200.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,150.0,151.3000030517578,147.25,147.4600067138672,368000.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,147.3800048828125,148.47999572753906,145.27000427246094,148.1999969482422,349900.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,147.6999969482422,148.7100067138672,144.1300048828125,145.6999969482422,302900.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,145.7899932861328,146.94000244140625,145.30999755859375,146.7899932861328,210000.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,147.13999938964844,147.6300048828125,144.52999877929688,145.16000366210938,200000.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,144.2899932861328,149.69000244140625,144.2899932861328,148.13999938964844,868300.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,148.47999572753906,149.47999572753906,147.25,147.52000427246094,274600.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,147.86000061035156,148.77999877929688,147.55999755859375,147.9199981689453,193300.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,148.13999938964844,149.3699951171875,147.9600067138672,149.1699981689453,168700.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,149.86000061035156,151.1999969482422,148.7100067138672,149.24000549316406,236100.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,149.30999755859375,149.33999633789062,147.5800018310547,148.57000732421875,236300.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,149.50999450683594,152.4499969482422,148.6300048828125,151.49000549316406,400000.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,151.0399932861328,152.0,150.4600067138672,151.4499969482422,289100.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,152.0,155.3699951171875,151.99000549316406,155.27999877929688,763700.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,155.3800048828125,155.97000122070312,153.9499969482422,154.1199951171875,481200.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,155.6300048828125,155.99000549316406,151.55999755859375,153.02999877929688,287700.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,153.27000427246094,155.6699981689453,151.97000122070312,155.08999633789062,464300.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,154.60000610351562,157.92999267578125,154.57000732421875,156.9499969482422,619800.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,158.0,160.7899932861328,154.25999450683594,155.1699981689453,828000.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,155.1699981689453,158.77999877929688,155.08999633789062,158.24000549316406,467700.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,158.4199981689453,159.25,157.42999267578125,158.10000610351562,799700.0,,,,,,,,,,
