Date,Open,High,Low,Close,Volume,"('Adj Close', 'AKBA')","('Close', 'AKBA')","('High', 'AKBA')","('Low', 'AKBA')","('Open', 'AKBA')","('Volume', 'AKBA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,1.2200000286102295,1.2999999523162842,1.2100000381469729,1.2699999809265137,1300900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,1.2899999618530271,1.3799999952316284,1.2699999809265137,1.3700000047683716,2889300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,1.3799999952316284,1.5199999809265137,1.3600000143051147,1.5199999809265137,4494400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,1.5299999713897705,1.5950000286102295,1.4550000429153442,1.4800000190734863,2401900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.4900000095367432,1.5800000429153442,1.4299999475479126,1.5700000524520874,2537100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,1.590000033378601,1.590000033378601,1.5199999809265137,1.559999942779541,1793700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,1.600000023841858,1.600000023841858,1.5,1.5800000429153442,2009200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.559999942779541,1.5800000429153442,1.5099999904632568,1.5499999523162842,1308300.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.559999942779541,1.600000023841858,1.5399999618530271,1.5499999523162842,1157600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.5499999523162842,1.559000015258789,1.399999976158142,1.4500000476837158,3667200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.440000057220459,1.4800000190734863,1.399999976158142,1.4199999570846558,2260600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.4299999475479126,1.440000057220459,1.350000023841858,1.399999976158142,1934400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.409999966621399,1.4199999570846558,1.2899999618530271,1.399999976158142,2831400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.409999966621399,1.4299999475479126,1.3899999856948853,1.3899999856948853,1786000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,1.399999976158142,1.4450000524520874,1.3799999952316284,1.399999976158142,1512700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,1.409999966621399,1.5399999618530271,1.409999966621399,1.4700000286102295,1915900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,1.4800000190734863,1.5199999809265137,1.4700000286102295,1.5,872600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,1.4800000190734863,1.6399999856948853,1.4800000190734863,1.6200000047683716,2121300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,1.6299999952316284,1.8200000524520876,1.600000023841858,1.7899999618530271,3280000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,1.7999999523162842,1.809999942779541,1.5809999704360962,1.6399999856948853,3410300.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,1.649999976158142,1.7799999713897705,1.590000033378601,1.6799999475479126,1964000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,1.7000000476837158,1.7400000095367432,1.6399999856948853,1.7100000381469729,2003600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,1.7100000381469729,1.7100000381469729,1.6200000047683716,1.649999976158142,1368100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,1.649999976158142,1.690000057220459,1.590000033378601,1.649999976158142,1007900.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,1.6299999952316284,1.7300000190734863,1.6299999952316284,1.6799999475479126,1278000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,1.7000000476837158,1.7000000476837158,1.625,1.649999976158142,1182100.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,1.6399999856948853,1.684999942779541,1.6200000047683716,1.6299999952316284,1438600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,1.6399999856948853,1.6799999475479126,1.6200000047683716,1.6399999856948853,1329700.0,,,,,,,,,,
