Date,Open,High,Low,Close,Volume,"('Adj Close', 'EXPD')","('Close', 'EXPD')","('High', 'EXPD')","('Low', 'EXPD')","('Open', 'EXPD')","('Volume', 'EXPD')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,126.41999816894533,127.41999816894533,126.1999969482422,127.08000183105467,784800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,126.45999908447266,128.4600067138672,125.86000061035156,127.27999877929688,1481300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,126.43000030517578,128.2899932861328,126.31999969482422,127.25,974000.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,127.05999755859376,129.17999267578125,126.8000030517578,128.52000427246094,1079300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,128.75999450683594,128.75999450683594,125.58999633789062,126.2699966430664,1381500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,125.33999633789062,125.7300033569336,122.30999755859376,122.8499984741211,1241100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,122.9800033569336,125.11000061035156,122.9800033569336,125.08000183105467,999600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,124.3499984741211,125.75,123.8499984741211,125.41999816894533,1257200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,126.20999908447266,127.16999816894533,125.3499984741211,126.66000366210938,740500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,126.37999725341795,127.4499969482422,125.12000274658205,127.19000244140624,1323000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,126.19000244140624,127.62000274658205,125.47000122070312,126.55999755859376,1063500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,126.8499984741211,128.74000549316406,126.45999908447266,128.63999938964844,979800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,129.0,129.0,126.16000366210938,127.43000030517578,1500800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,128.8000030517578,129.8800048828125,128.36000061035156,128.6699981689453,883400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,128.77000427246094,129.4600067138672,127.86000061035156,128.5,1250300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,129.22999572753906,129.5399932861328,126.91999816894533,127.18000030517578,645400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,127.91999816894533,131.1699981689453,127.4800033569336,129.97999572753906,1126900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,130.27999877929688,130.49000549316406,129.27000427246094,129.92999267578125,834500.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,129.38999938964844,129.44000244140625,127.0,128.19000244140625,866400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,126.38999938964844,129.24000549316406,125.4000015258789,128.49000549316406,875800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,128.5800018310547,128.91000366210938,126.20999908447266,126.33000183105467,1587900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,125.29000091552734,126.75,120.98999786376952,123.69000244140624,2104000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,122.9800033569336,125.1500015258789,121.63999938964844,124.33000183105467,1247600.0,,,,,,,,,,
