Date,Open,High,Low,Close,Volume,"('Adj Close', 'NRGV')","('Close', 'NRGV')","('High', 'NRGV')","('Low', 'NRGV')","('Open', 'NRGV')","('Volume', 'NRGV')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.299999952316284,2.380000114440918,2.2100000381469727,2.2300000190734863,691900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,2.2100000381469727,2.2100000381469727,1.995000004768372,2.0199999809265137,1817900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.039999961853028,2.0799999237060547,1.940000057220459,2.0799999237060547,1187400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,2.039999961853028,2.0999999046325684,1.9600000381469729,1.9800000190734863,989600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,1.9900000095367432,2.119999885559082,1.9600000381469729,2.109999895095825,630300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.059999942779541,2.0799999237060547,2.0,2.0,570900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,2.0199999809265137,2.0199999809265137,1.8799999952316284,1.950000047683716,892200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,1.9600000381469729,1.975000023841858,1.8200000524520876,1.870000004768372,1175100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,1.899999976158142,1.940000057220459,1.830000042915344,1.830000042915344,502000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,1.850000023841858,1.850000023841858,1.7300000190734863,1.75,921100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,1.75,1.7699999809265137,1.6399999856948853,1.7100000381469729,1186800.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,1.7899999618530271,1.7899999618530271,1.6699999570846558,1.7400000095367432,887100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,1.75,1.75,1.6449999809265137,1.7400000095367432,1041900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,1.75,1.8600000143051147,1.690000057220459,1.7799999713897705,1295000.0,,,,,,,,,,
