Date,Open,High,Low,Close,Volume,"('Adj Close', 'MGNX')","('Close', 'MGNX')","('High', 'MGNX')","('Low', 'MGNX')","('Open', 'MGNX')","('Volume', 'MGNX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,9.510000228881836,10.199999809265137,9.329999923706056,10.18000030517578,698700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,10.109999656677246,10.329999923706056,9.899999618530272,9.960000038146973,424000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,10.039999961853027,10.260000228881836,9.859999656677246,10.050000190734863,366500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,9.890000343322754,9.890000343322754,9.449999809265137,9.770000457763672,352300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,9.720000267028809,10.600000381469728,9.539999961853027,10.510000228881836,1403800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,10.4399995803833,10.5600004196167,10.100000381469728,10.199999809265137,463900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,10.130000114440918,10.949999809265137,9.880000114440918,10.850000381469728,1437100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,10.699999809265137,10.770000457763672,10.09000015258789,10.300000190734863,762000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,10.420000076293944,10.989999771118164,10.420000076293944,10.699999809265137,655600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,10.510000228881836,11.18000030517578,10.420000076293944,10.90999984741211,1216200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,10.729999542236328,10.960000038146973,10.18000030517578,10.550000190734863,1028600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,10.6899995803833,10.81999969482422,10.149999618530272,10.75,1056900.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,10.829999923706056,12.100000381469728,10.770000457763672,12.0,1670900.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,12.100000381469728,12.470000267028809,11.93000030517578,12.109999656677246,1092200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,12.15999984741211,12.699999809265137,11.9399995803833,12.010000228881836,969600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,12.550000190734863,12.600000381469728,11.729999542236328,12.005000114440918,762400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,12.329999923706056,12.989999771118164,12.239999771118164,12.800000190734863,1009700.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,12.880000114440918,13.460000038146973,12.5,13.220000267028809,1192300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,13.170000076293944,13.81999969482422,12.869999885559082,13.640000343322754,1192400.0,,,,,,,,,,
