Date,Open,High,Low,Close,Volume,"('Adj Close', 'SIF')","('Close', 'SIF')","('High', 'SIF')","('Low', 'SIF')","('Open', 'SIF')","('Volume', 'SIF')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,4.050000190734863,4.170000076293945,3.700000047683716,3.7100000381469727,138300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.700000047683716,3.7899999618530273,3.5999999046325684,3.5999999046325684,6700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.7200000286102295,3.740000009536743,3.569999933242798,3.569999933242798,15200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.569999933242798,3.75,3.559999942779541,3.559999942779541,15100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.549999952316284,3.690000057220459,3.2799999713897705,3.2799999713897705,44200.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.25,3.289999961853028,3.059999942779541,3.0999999046325684,14700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.130000114440918,3.180000066757202,3.049999952316284,3.119999885559082,19100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.190000057220459,3.220000028610229,3.039999961853028,3.039999961853028,11500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.1700000762939453,3.1700000762939453,3.059999942779541,3.059999942779541,1700.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.0199999809265137,3.0899999141693115,3.0,3.0,21200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.0,3.0,2.869999885559082,2.990000009536743,6700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.069999933242798,3.069999933242798,3.0,3.0299999713897705,1600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,2.970000028610229,3.0999999046325684,2.970000028610229,3.0299999713897705,5800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.0299999713897705,3.0899999141693115,3.0199999809265137,3.0199999809265137,8200.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.0199999809265137,3.130000114440918,3.0199999809265137,3.0899999141693115,19400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.049999952316284,3.200000047683716,3.049999952316284,3.200000047683716,6300.0,,,,,,,,,,
