Date,Open,High,Low,Close,Volume,"('Adj Close', 'AMSF')","('Close', 'AMSF')","('High', 'AMSF')","('Low', 'AMSF')","('Open', 'AMSF')","('Volume', 'AMSF')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,46.90999984741211,47.43999862670898,46.86000061035156,47.0,83700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,47.0,47.72999954223633,46.630001068115234,46.630001068115234,104100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,46.86000061035156,47.34999847412109,46.75,46.84999847412109,94100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,46.790000915527344,47.220001220703125,46.630001068115234,46.66999816894531,87800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,46.56999969482422,46.81999969482422,46.25,46.7400016784668,83100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,46.4900016784668,46.540000915527344,45.900001525878906,46.36000061035156,59700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,46.16999816894531,46.470001220703125,46.04999923706055,46.25,64800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,46.29999923706055,46.7599983215332,45.63999938964844,46.34000015258789,85400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,46.58000183105469,46.66999816894531,46.13999938964844,46.40999984741211,67800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,46.47999954223633,47.4900016784668,46.34000015258789,46.7400016784668,134700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,46.560001373291016,47.310001373291016,46.470001220703125,46.93999862670898,111700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,46.90999984741211,47.369998931884766,46.709999084472656,47.2599983215332,92100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,47.310001373291016,47.81999969482422,47.29999923706055,47.79999923706055,90500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,47.959999084472656,48.7400016784668,47.959999084472656,48.68999862670898,77800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,48.790000915527344,49.11000061035156,48.25,48.4900016784668,75600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,48.68999862670898,49.02000045776367,48.45000076293945,48.47999954223633,63300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,48.58000183105469,48.709999084472656,48.15999984741211,48.400001525878906,61800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,48.34999847412109,49.02999877929688,48.34999847412109,49.0,91300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,48.83000183105469,49.25,48.43000030517578,48.7400016784668,82000.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,48.720001220703125,49.2599983215332,48.54999923706055,49.220001220703125,61200.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,49.16999816894531,51.54999923706055,49.16999816894531,49.84000015258789,233000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,49.619998931884766,50.060001373291016,48.43000030517578,49.43999862670898,264800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,49.06999969482422,49.400001525878906,48.77999877929688,49.060001373291016,78900.0,,,,,,,,,,
