Date,Open,High,Low,Close,Volume,"('Adj Close', 'SNEX')","('Close', 'SNEX')","('High', 'SNEX')","('Low', 'SNEX')","('Open', 'SNEX')","('Volume', 'SNEX')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,73.62999725341797,73.77999877929688,71.27999877929688,72.30000305175781,163700.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,72.29000091552734,73.0,71.05000305175781,72.55999755859375,200800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,73.16000366210938,74.01000213623047,72.47000122070312,73.0,175800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,72.52999877929688,73.3499984741211,71.0199966430664,71.0199966430664,186300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,70.91999816894531,71.30000305175781,69.52999877929688,69.86000061035156,133600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,68.98999786376953,68.98999786376953,66.72000122070312,67.5,171700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,67.12000274658203,68.04000091552734,67.04000091552734,67.66999816894531,118100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,67.38999938964844,67.9800033569336,66.33999633789062,66.87000274658203,259200.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,67.55999755859375,68.45999908447266,67.33000183105469,67.86000061035156,191600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,67.8499984741211,67.8499984741211,64.37000274658203,64.52999877929688,165900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,63.7599983215332,65.66000366210938,63.7599983215332,65.62999725341797,176100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,65.62000274658203,65.88999938964844,64.62999725341797,65.5,98200.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,65.98999786376953,65.98999786376953,64.41999816894531,65.37999725341797,88000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,65.8499984741211,66.79000091552734,65.76000213623047,65.88999938964844,111800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,66.33000183105469,66.61000061035156,65.44000244140625,65.83999633789062,149600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,66.66999816894531,68.0,66.41000366210938,67.70999908447266,118100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,68.41000366210938,68.41000366210938,66.97000122070312,67.30999755859375,99800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,67.75,67.9800033569336,66.94000244140625,67.33999633789062,61000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,67.04000091552734,67.08999633789062,66.4000015258789,67.02999877929688,69900.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,67.11000061035156,67.76000213623047,66.80999755859375,67.54000091552734,67900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,67.58000183105469,67.58999633789062,65.7300033569336,65.75,96800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,65.62000274658203,66.7300033569336,65.51000213623047,66.51000213623047,102700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,65.81999969482422,66.83999633789062,65.5,65.61000061035156,91200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,65.05999755859375,65.87999725341797,64.80000305175781,65.5,101800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,65.5,65.94000244140625,65.12000274658203,65.68000030517578,113100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,67.6500015258789,68.0199966430664,61.68000030517578,64.2300033569336,236100.0,,,,,,,,,,
