Date,Open,High,Low,Close,Volume,"('Adj Close', 'NSIT')","('Close', 'NSIT')","('High', 'NSIT')","('Low', 'NSIT')","('Open', 'NSIT')","('Volume', 'NSIT')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,177.27000427246094,178.1999969482422,175.0,176.75,216200.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,175.92999267578125,177.9199981689453,174.57000732421875,177.85000610351562,267300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,178.02000427246094,178.67999267578125,175.38999938964844,176.22000122070312,179900.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,175.5500030517578,176.3699951171875,173.3699951171875,173.82000732421875,177400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,174.4499969482422,177.17999267578125,174.3800048828125,176.64999389648438,105900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,175.0399932861328,177.69000244140625,174.83999633789062,177.69000244140625,106000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,177.77999877929688,180.6499938964844,176.5399932861328,180.5500030517578,217800.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,180.97999572753903,182.0,179.0,181.25999450683597,176500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,183.1000061035156,183.6199951171875,181.41000366210935,183.2400054931641,150400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,182.33999633789065,184.1199951171875,181.30999755859372,182.6499938964844,262700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,181.50999450683597,182.38999938964844,180.6199951171875,181.30999755859372,168700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,182.63999938964844,183.9600067138672,181.6999969482422,183.6100006103516,183000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,184.7100067138672,186.80999755859372,183.2100067138672,185.88999938964844,166500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,187.63999938964844,192.1199951171875,187.6100006103516,191.66000366210935,304400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,193.2899932861328,194.1699981689453,187.80999755859372,187.9900054931641,184700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,190.08999633789065,190.08999633789065,184.5800018310547,185.08999633789065,205900.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,187.5800018310547,187.5800018310547,182.92999267578125,183.7100067138672,277200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,184.1999969482422,185.0500030517578,182.75999450683597,184.7899932861328,171800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,184.7899932861328,187.30999755859372,183.1699981689453,186.22000122070312,193700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,186.47999572753903,189.1100006103516,186.02999877929688,188.5,186000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,187.8500061035156,188.7400054931641,184.07000732421875,184.7400054931641,181600.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,184.94000244140625,187.69000244140625,183.3600006103516,187.69000244140625,111900.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,185.72999572753903,188.1100006103516,185.22000122070312,186.92999267578125,112700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,185.3500061035156,185.3699951171875,181.8999938964844,183.69000244140625,148100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,183.6699981689453,186.97999572753903,183.57000732421875,185.3500061035156,149700.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,184.5500030517578,186.88999938964844,183.50999450683597,184.22999572753903,168500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,184.6300048828125,189.4600067138672,184.6300048828125,189.44000244140625,181000.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,189.91000366210935,193.2700042724609,189.0200042724609,192.1000061035156,158800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,192.9199981689453,194.57000732421875,191.5,193.3500061035156,166300.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,189.1699981689453,193.05999755859372,188.0800018310547,189.2100067138672,272200.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,191.30999755859372,193.77999877929688,189.7700042724609,192.6100006103516,379600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,172.1999969482422,184.3800048828125,168.30999755859375,182.7400054931641,731700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,182.00999450683597,182.00999450683597,177.27000427246094,179.5800018310547,512900.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,177.02999877929688,183.32000732421875,176.19000244140625,182.66000366210935,592100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,180.2700042724609,184.13999938964844,180.2700042724609,182.7100067138672,555600.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,183.0,185.75999450683597,181.75,184.77999877929688,275300.0,,,,,,,,,,
