Date,Open,High,Low,Close,Volume,"('Adj Close', 'WLFC')","('Close', 'WLFC')","('High', 'WLFC')","('Low', 'WLFC')","('Open', 'WLFC')","('Volume', 'WLFC')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,48.5,48.709999084472656,47.93999862670898,47.93999862670898,5000.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,48.310001373291016,48.310001373291016,47.040000915527344,47.040000915527344,4900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,47.54999923706055,47.54999923706055,47.0,47.0,5700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,47.0,47.369998931884766,46.75,47.2599983215332,20300.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,47.2599983215332,48.52000045776367,47.2599983215332,47.540000915527344,5900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,47.45000076293945,48.72999954223633,47.150001525878906,47.81999969482422,43100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,48.33000183105469,48.33000183105469,47.54999923706055,47.88999938964844,18600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,47.97999954223633,48.0,47.5,47.59000015258789,12500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,47.75,47.75,47.0099983215332,47.09000015258789,5600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,47.09000015258789,47.09000015258789,45.31999969482422,46.29999923706055,8800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,46.5,46.869998931884766,45.5,46.459999084472656,8200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,46.4900016784668,46.5,45.7599983215332,46.220001220703125,8300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,46.27999877929688,46.79999923706055,46.20000076293945,46.79999923706055,23500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,46.56999969482422,49.47999954223633,46.56999969482422,49.47999954223633,11800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,49.540000915527344,49.540000915527344,46.7400016784668,46.7400016784668,13100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,47.470001220703125,48.13999938964844,46.20000076293945,47.04999923706055,7800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,47.5,50.400001525878906,47.5,50.400001525878906,13000.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,49.77000045776367,50.400001525878906,48.34000015258789,49.59999847412109,5100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,50.0,50.0099983215332,49.25,49.79999923706055,9400.0,,,,,,,,,,
