Date,Open,High,Low,Close,Volume,"('Adj Close', 'WSO')","('Close', 'WSO')","('High', 'WSO')","('Low', 'WSO')","('Open', 'WSO')","('Volume', 'WSO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,422.8500061035156,427.0,416.0,419.55999755859375,247400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,416.0799865722656,416.0799865722656,407.7999877929688,409.1700134277344,251100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,409.4299926757813,416.7900085449219,407.6199951171875,412.7000122070313,307300.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,409.9200134277344,413.510009765625,405.7000122070313,406.0,266500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,407.4700012207031,407.8999938964844,402.8500061035156,405.0899963378906,335900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,401.3900146484375,404.5899963378906,400.489990234375,404.5899963378906,303800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,405.4200134277344,411.4800109863281,404.9599914550781,411.2699890136719,184500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,409.5899963378906,411.4200134277344,405.3299865722656,410.4700012207031,515700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,413.1000061035156,413.1000061035156,405.5799865722656,407.6600036621094,338200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,402.7200012207031,404.7699890136719,398.5499877929688,402.05999755859375,201600.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,397.6900024414063,400.6600036621094,391.5799865722656,392.5400085449219,413500.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,396.4299926757813,399.260009765625,388.55999755859375,392.9800109863281,701100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,394.25,401.6000061035156,388.2799987792969,400.2000122070313,408400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,402.0899963378906,409.0700073242188,401.4299926757813,408.8299865722656,249500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,409.5199890136719,410.1499938964844,396.2799987792969,397.2200012207031,255800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,399.8999938964844,399.8999938964844,386.3299865722656,387.30999755859375,325100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,389.4599914550781,392.6400146484375,387.3900146484375,388.3699951171875,378100.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,387.1400146484375,388.6000061035156,376.7300109863281,383.510009765625,388200.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,383.7300109863281,392.9100036621094,383.510009765625,392.7900085449219,345600.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,391.2300109863281,397.9800109863281,389.8599853515625,396.3399963378906,349800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,394.4599914550781,397.6300048828125,389.1199951171875,390.9800109863281,521200.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,392.2200012207031,394.8999938964844,387.6300048828125,394.8999938964844,248700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,392.9500122070313,396.8999938964844,387.5299987792969,395.5,216700.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,391.8599853515625,395.5299987792969,389.05999755859375,392.7900085449219,238500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,392.3299865722656,397.5499877929688,391.4200134277344,394.3699951171875,213200.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,398.3900146484375,406.260009765625,396.1900024414063,402.7200012207031,215700.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,403.7699890136719,409.7699890136719,401.3299865722656,409.4100036621094,234800.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,409.8800048828125,416.6400146484375,408.7900085449219,415.5199890136719,471100.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,415.5199890136719,417.2000122070313,409.8699951171875,410.3999938964844,513400.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,377.239990234375,390.1000061035156,374.0700073242188,384.1700134277344,859800.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,386.9200134277344,391.9400024414063,380.2000122070313,387.760009765625,497000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,389.5,398.4400024414063,387.8800048828125,397.3699951171875,285600.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,394.9700012207031,397.7799987792969,381.3200073242188,381.4599914550781,366200.0,,,,,,,,,,
