Date,Open,High,Low,Close,Volume,"('Adj Close', 'BELFA')","('Close', 'BELFA')","('High', 'BELFA')","('Low', 'BELFA')","('Open', 'BELFA')","('Volume', 'BELFA')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,63.52000045776367,63.52000045776367,62.77999877929688,63.43000030517578,4800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,61.810001373291016,61.959999084472656,60.66999816894531,61.5,5700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,61.95000076293945,61.95000076293945,61.150001525878906,61.25,2100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,61.130001068115234,61.25,60.58000183105469,61.25,6400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,61.959999084472656,62.04999923706055,61.470001220703125,61.470001220703125,1300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,61.06999969482422,61.77000045776367,60.95000076293945,61.400001525878906,5900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,60.9900016784668,61.150001525878906,60.84999847412109,60.84999847412109,2300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,60.02999877929688,62.63999938964844,59.97999954223633,62.63999938964844,2000.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,61.5099983215332,62.45000076293945,61.5099983215332,62.09999847412109,5000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,62.209999084472656,62.209999084472656,61.720001220703125,62.0,1500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,61.959999084472656,61.970001220703125,61.0,61.0,4000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,62.540000915527344,63.20000076293945,62.540000915527344,63.0,2000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,63.09999847412109,64.88999938964844,63.09000015258789,64.88999938964844,1700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,64.80000305175781,67.0999984741211,64.76000213623047,67.0999984741211,12600.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,67.77999877929688,69.37999725341797,67.25,67.25,3400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,67.5999984741211,69.0199966430664,67.0,67.05999755859375,3100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,67.79000091552734,68.11000061035156,67.44000244140625,68.11000061035156,1900.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,67.08000183105469,67.9000015258789,66.5,67.9000015258789,2800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,69.0999984741211,69.0999984741211,65.88999938964844,68.5999984741211,4700.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,68.19999694824219,71.1500015258789,68.19999694824219,70.54000091552734,8900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,70.1500015258789,71.33999633789062,68.61000061035156,71.0,18000.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,71.70999908447266,72.72000122070312,70.9000015258789,72.04000091552734,15800.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,72.22000122070312,72.22000122070312,70.94999694824219,71.88999938964844,5500.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,70.55000305175781,70.83000183105469,69.51000213623047,70.83000183105469,4600.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,70.44999694824219,70.44999694824219,68.69999694824219,69.0999984741211,4000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,70.5,70.94999694824219,70.41000366210938,70.56999969482422,2200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,70.2699966430664,72.6500015258789,70.1500015258789,72.5,4400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,72.5,75.95999908447266,72.5,74.94000244140625,3900.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,74.94000244140625,76.77999877929688,74.94000244140625,76.01000213623047,3900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,75.25,75.25,73.0,73.69999694824219,8600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,74.45999908447266,77.80000305175781,74.45999908447266,77.47000122070312,6500.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,77.0,78.7699966430664,76.62999725341797,78.7699966430664,7500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,77.3499984741211,77.3499984741211,76.66000366210938,76.66000366210938,4100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,76.0,76.0,72.75,74.0,11700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,73.05999755859375,74.86000061035156,73.01000213623047,74.86000061035156,2400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,61.20000076293945,61.20000076293945,51.0,59.0,37500.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,59.77000045776367,60.20000076293945,57.66999816894531,59.4900016784668,42400.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,58.52000045776367,60.16999816894531,56.68999862670898,59.880001068115234,10800.0,,,,,,,,,,
