Date,Open,High,Low,Close,Volume,"('Adj Close', 'AWK')","('Close', 'AWK')","('High', 'AWK')","('Low', 'AWK')","('Open', 'AWK')","('Volume', 'AWK')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,131.19000244140625,134.02000427246094,130.77000427246094,133.50999450683594,1132400.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,133.1999969482422,133.99000549316406,132.44000244140625,133.50999450683594,998800.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,133.27000427246094,133.6999969482422,131.44000244140625,131.75999450683594,816400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,131.35000610351562,132.88999938964844,130.41000366210938,131.88999938964844,862100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,131.47999572753906,133.13999938964844,130.72999572753906,133.0399932861328,1026400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,132.3000030517578,134.83999633789062,131.75999450683594,132.74000549316406,1202000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,133.10000610351562,134.3000030517578,132.77999877929688,133.6199951171875,614000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,133.32000732421875,133.57000732421875,130.4499969482422,131.52999877929688,878600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,132.3000030517578,133.0500030517578,131.72000122070312,132.2100067138672,673200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,131.41000366210938,132.77000427246094,130.30999755859375,130.41000366210938,800800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,128.9600067138672,130.88999938964844,127.4499969482422,128.4199981689453,1301200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,127.98999786376952,128.11000061035156,125.41000366210938,125.83000183105467,1083300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,126.0500030517578,126.25,124.4800033569336,125.3000030517578,1301200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,125.41999816894533,127.63999938964844,125.3000030517578,126.86000061035156,1137000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,127.4499969482422,128.02000427246094,125.6500015258789,126.26000213623048,1247800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,127.12999725341795,127.29000091552734,121.37999725341795,121.94000244140624,1279600.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,123.04000091552734,123.98999786376952,122.2300033569336,123.9800033569336,1196300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,124.5999984741211,124.98999786376952,122.94000244140624,123.16000366210938,749000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,124.47000122070312,126.3499984741211,122.38999938964844,125.75,1252100.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,125.02999877929688,125.4800033569336,123.95999908447266,124.4000015258789,1056900.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,125.51000213623048,126.58000183105467,123.1500015258789,124.0199966430664,1607700.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,123.86000061035156,125.36000061035156,122.91999816894533,125.23999786376952,1148400.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,123.2699966430664,124.95999908447266,122.2699966430664,123.36000061035156,1201200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,121.9499969482422,122.5199966430664,121.18000030517578,121.5199966430664,1205800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,121.36000061035156,122.88999938964844,120.61000061035156,122.5199966430664,1375800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,122.36000061035156,123.0,121.37000274658205,121.9499969482422,1372600.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,121.62000274658205,122.01000213623048,120.5500030517578,121.83000183105467,1269200.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,121.41999816894533,122.62000274658205,121.0500030517578,122.1999969482422,1231200.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,122.16000366210938,123.8499984741211,121.5500030517578,123.63999938964844,1301900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,121.72000122070312,122.3499984741211,118.9800033569336,119.77999877929688,1789700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,120.0,120.97000122070312,119.23999786376952,120.4800033569336,1462600.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,122.31999969482422,124.33999633789062,120.61000061035156,124.26000213623048,1749500.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,122.1999969482422,123.19000244140624,120.8499984741211,122.81999969482422,2005200.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,122.08999633789062,123.2300033569336,120.48999786376952,121.16000366210938,2187500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,121.12999725341795,122.0,120.41000366210938,121.7300033569336,2828400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,121.43000030517578,121.68000030517578,117.80999755859376,119.68000030517578,2401400.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,119.52999877929688,119.9000015258789,118.31999969482422,118.95999908447266,1672000.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,118.83000183105467,118.83000183105467,116.6999969482422,117.43000030517578,1944000.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,117.33000183105467,118.31999969482422,117.02999877929688,118.02999877929688,1464400.0,,,,,,,,,,
