Date,Open,High,Low,Close,Volume,"('Adj Close', 'IBP')","('Close', 'IBP')","('High', 'IBP')","('Low', 'IBP')","('Open', 'IBP')","('Volume', 'IBP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,180.50999450683597,181.6499938964844,176.27999877929688,180.6499938964844,142800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,176.77000427246094,177.25999450683594,173.02999877929688,174.5800018310547,181000.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,172.6699981689453,173.97000122070312,170.47999572753906,171.5800018310547,190500.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,169.72999572753906,175.52999877929688,168.0800018310547,174.25999450683594,272100.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,178.9499969482422,180.19000244140625,177.0,180.17999267578125,237600.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,177.5,182.5500030517578,177.5,182.1300048828125,300000.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,183.4199981689453,186.7400054931641,183.3800048828125,185.5800018310547,163300.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,184.6699981689453,185.83999633789065,182.07000732421875,185.0399932861328,153700.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,186.7100067138672,186.91000366210935,183.25,186.66000366210935,237400.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,184.7899932861328,185.5500030517578,181.52999877929688,185.1100006103516,236200.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,182.8600006103516,183.66000366210935,179.88999938964844,183.42999267578125,127900.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,186.72999572753903,188.97000122070312,185.4199981689453,188.1699981689453,278800.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,188.9600067138672,193.0500030517578,187.75999450683597,191.66000366210935,201800.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,194.4600067138672,199.1499938964844,194.2100067138672,198.27999877929688,412700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,195.83999633789065,198.42999267578125,188.07000732421875,189.27999877929688,240600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,190.9499969482422,191.6999969482422,181.6100006103516,182.91000366210935,262400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,186.72000122070312,187.42999267578125,184.47999572753903,186.6499938964844,229600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,186.6199951171875,189.75999450683597,186.0800018310547,189.66000366210935,289800.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,190.0,197.05999755859372,189.16000366210935,196.3300018310547,319800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,196.19000244140625,199.82000732421875,196.19000244140625,197.22999572753903,330500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,195.9600067138672,198.6100006103516,193.5,194.8500061035156,336900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,199.82000732421875,202.00999450683597,196.6999969482422,200.7400054931641,246300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,197.22999572753903,203.00999450683597,195.22999572753903,201.83999633789065,176600.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,198.8999938964844,199.07000732421875,191.55999755859372,194.3699951171875,209100.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,194.75999450683597,197.3000030517578,193.0500030517578,196.6100006103516,191000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,198.07000732421875,201.3999938964844,197.33999633789065,199.42999267578125,189900.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,200.97999572753903,205.9499969482422,200.97999572753903,205.44000244140625,193300.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,204.9199981689453,209.0200042724609,203.80999755859372,206.75,163500.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,207.6000061035156,213.72000122070312,207.58999633789065,212.0500030517578,174900.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,200.3000030517578,207.1499938964844,198.7100067138672,204.72999572753903,283400.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,209.07000732421875,212.75,204.07000732421875,212.22000122070312,277200.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,214.3699951171875,214.3699951171875,209.6699981689453,212.8500061035156,211000.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,208.92999267578125,212.0500030517578,205.97000122070312,206.47999572753903,194100.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,203.0200042724609,206.19000244140625,201.66000366210935,205.9600067138672,254700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,206.9900054931641,207.75,200.6699981689453,202.5500030517578,308500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,213.7400054931641,229.7100067138672,212.58999633789065,223.0500030517578,570200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,225.47999572753903,236.72000122070312,224.2400054931641,234.08999633789065,427600.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,233.3800048828125,236.8600006103516,232.8500061035156,236.0800018310547,322900.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,238.6199951171875,239.5399932861328,233.3500061035156,238.0399932861328,297900.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,233.2700042724609,236.55999755859372,231.0,234.94000244140625,294000.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,237.3000030517578,239.8500061035156,234.9600067138672,238.92999267578125,234800.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,237.7700042724609,242.5200042724609,237.16000366210935,242.1000061035156,230900.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,243.0800018310547,246.77999877929688,240.1999969482422,241.1000061035156,226300.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,242.2100067138672,247.97999572753903,234.1000061035156,234.3000030517578,381100.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,237.3800048828125,238.80999755859372,233.42999267578125,235.0500030517578,428900.0,,,,,,,,,,
2024-03-06 19:00:00-05:00,237.25,242.4199981689453,236.8699951171875,241.32000732421875,210700.0,,,,,,,,,,
2024-03-07 19:00:00-05:00,242.19000244140625,246.27999877929688,237.1999969482422,237.8600006103516,212600.0,,,,,,,,,,
2024-03-10 20:00:00-04:00,236.7400054931641,237.19000244140625,232.2400054931641,236.6300048828125,166400.0,,,,,,,,,,
2024-03-11 20:00:00-04:00,236.7700042724609,241.97000122070312,234.88999938964844,240.47999572753903,140800.0,,,,,,,,,,
2024-03-12 20:00:00-04:00,240.92999267578125,244.8699951171875,240.13999938964844,242.08999633789065,228200.0,,,,,,,,,,
2024-03-13 20:00:00-04:00,239.4900054931641,240.5399932861328,234.2400054931641,239.72000122070312,246800.0,,,,,,,,,,
2024-03-14 20:00:00-04:00,238.2899932861328,242.00999450683597,237.72999572753903,239.2100067138672,669100.0,,,,,,,,,,
2024-03-17 20:00:00-04:00,241.0,242.9900054931641,237.3800048828125,240.16000366210935,161400.0,,,,,,,,,,
2024-03-18 20:00:00-04:00,239.88999938964844,243.6699981689453,236.8699951171875,241.8999938964844,175500.0,,,,,,,,,,
2024-03-19 20:00:00-04:00,241.66000366210935,249.3000030517578,239.4600067138672,246.7400054931641,200600.0,,,,,,,,,,
2024-03-20 20:00:00-04:00,250.9499969482422,260.1700134277344,250.22999572753903,257.29998779296875,298300.0,,,,,,,,,,
2024-03-21 20:00:00-04:00,257.6499938964844,259.8299865722656,255.33999633789065,258.0,256700.0,,,,,,,,,,
2024-03-24 20:00:00-04:00,257.489990234375,260.8900146484375,255.9600067138672,255.97999572753903,163700.0,,,,,,,,,,
2024-03-25 20:00:00-04:00,257.8800048828125,259.75,253.91000366210935,255.33999633789065,210800.0,,,,,,,,,,
2024-03-26 20:00:00-04:00,257.1700134277344,257.8999938964844,253.44000244140625,255.3800048828125,182800.0,,,,,,,,,,
2024-03-27 20:00:00-04:00,256.8099975585937,261.489990234375,256.260009765625,258.7300109863281,254800.0,,,,,,,,,,
2024-03-31 20:00:00-04:00,261.17999267578125,263.760009765625,256.82000732421875,257.25,220400.0,,,,,,,,,,
2024-04-01 20:00:00-04:00,252.1699981689453,253.50999450683597,247.52999877929688,253.1499938964844,298400.0,,,,,,,,,,
2024-04-02 20:00:00-04:00,250.77999877929688,259.8299865722656,250.77999877929688,259.4599914550781,200200.0,,,,,,,,,,
2024-04-03 20:00:00-04:00,262.6099853515625,263.739990234375,250.6100006103516,251.44000244140625,188400.0,,,,,,,,,,
2024-04-04 20:00:00-04:00,253.1100006103516,258.7300109863281,253.1100006103516,258.2799987792969,215200.0,,,,,,,,,,
2024-04-07 20:00:00-04:00,260.3800048828125,260.69000244140625,255.47999572753903,255.83999633789065,175800.0,,,,,,,,,,
2024-04-08 20:00:00-04:00,256.760009765625,257.69000244140625,246.77999877929688,254.3600006103516,298800.0,,,,,,,,,,
2024-04-09 20:00:00-04:00,240.80999755859372,248.0200042724609,239.13999938964844,240.32000732421875,629500.0,,,,,,,,,,
2024-04-10 20:00:00-04:00,241.7899932861328,244.2100067138672,240.3800048828125,242.8500061035156,341900.0,,,,,,,,,,
