Date,Open,High,Low,Close,Volume,"('Adj Close', 'CNOB')","('Close', 'CNOB')","('High', 'CNOB')","('Low', 'CNOB')","('Open', 'CNOB')","('Volume', 'CNOB')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,22.690000534057617,23.3700008392334,22.690000534057617,23.01000022888184,106100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,22.850000381469727,22.850000381469727,22.040000915527344,22.09000015258789,96500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,22.170000076293945,22.61000061035156,22.149999618530277,22.489999771118164,141400.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,22.31999969482422,23.170000076293945,22.209999084472656,23.1299991607666,252500.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,23.100000381469727,23.520000457763672,22.979999542236328,23.459999084472656,159000.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,23.07999992370605,23.440000534057617,22.57999992370605,23.15999984741211,203900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,23.049999237060547,23.489999771118164,22.950000762939453,23.1299991607666,146600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,22.84000015258789,23.299999237060547,22.59000015258789,23.030000686645508,137400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,23.350000381469727,23.530000686645508,22.709999084472656,22.71999931335449,116200.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,22.350000381469727,22.770000457763672,22.350000381469727,22.40999984741211,132900.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,22.059999465942383,22.65999984741211,22.059999465942383,22.46999931335449,90100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,22.530000686645508,22.739999771118164,22.239999771118164,22.540000915527344,125400.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,22.739999771118164,22.93000030517578,22.290000915527344,22.920000076293945,134700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,23.26000022888184,23.729999542236328,23.190000534057617,23.71999931335449,158900.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,23.899999618530277,23.989999771118164,23.40999984741211,23.40999984741211,214800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,23.68000030517578,24.0,23.600000381469727,23.670000076293945,163400.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,24.0,24.440000534057617,23.170000076293945,23.770000457763672,250800.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,24.32999992370605,24.40999984741211,23.100000381469727,23.239999771118164,153900.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,23.459999084472656,24.11000061035156,22.809999465942383,24.09000015258789,122400.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,24.0,24.25,23.8700008392334,23.899999618530277,101500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,23.3700008392334,23.8700008392334,22.84000015258789,22.84000015258789,219500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,23.049999237060547,23.170000076293945,21.780000686645508,22.190000534057617,270600.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,21.649999618530277,22.18000030517578,21.479999542236328,21.6299991607666,170000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,21.309999465942383,21.559999465942383,20.739999771118164,21.15999984741211,231800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,21.15999984741211,21.559999465942383,20.8700008392334,21.0,173600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,21.06999969482422,21.06999969482422,20.0,20.100000381469727,643500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,20.1299991607666,20.40999984741211,19.86000061035156,20.040000915527344,259500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,20.020000457763672,20.57999992370605,19.530000686645508,20.57999992370605,219600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,20.489999771118164,21.690000534057617,20.489999771118164,21.209999084472656,221000.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,20.350000381469727,20.540000915527344,19.239999771118164,19.540000915527344,222100.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,19.68000030517578,20.07999992370605,19.46999931335449,20.049999237060547,193400.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,20.26000022888184,20.649999618530277,20.040000915527344,20.559999465942383,303800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,20.239999771118164,20.8700008392334,19.979999542236328,20.479999542236328,195400.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,20.15999984741211,20.690000534057617,20.15999984741211,20.38999938964844,161100.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,20.209999084472656,20.3799991607666,19.920000076293945,20.18000030517578,128700.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,20.1200008392334,20.209999084472656,19.790000915527344,19.959999084472656,180100.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,19.920000076293945,20.38999938964844,19.75,20.190000534057617,129700.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,20.09000015258789,20.15999984741211,19.700000762939453,19.88999938964844,135000.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,19.989999771118164,20.100000381469727,19.76000022888184,19.899999618530277,157700.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,19.75,19.96999931335449,19.649999618530277,19.700000762939453,138100.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,20.15999984741211,20.309999465942383,19.68000030517578,19.790000915527344,178300.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,19.739999771118164,19.88999938964844,19.100000381469727,19.68000030517578,141700.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,19.540000915527344,20.18000030517578,19.25,19.309999465942383,128700.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,19.280000686645508,19.88999938964844,19.280000686645508,19.700000762939453,263400.0,,,,,,,,,,
