Date,Open,High,Low,Close,Volume,"('Adj Close', 'BJ')","('Close', 'BJ')","('High', 'BJ')","('Low', 'BJ')","('Open', 'BJ')","('Volume', 'BJ')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,66.77999877929688,68.6500015258789,66.36000061035156,67.31999969482422,1575500.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,67.44000244140625,67.48999786376953,65.55000305175781,65.56999969482422,1463300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,64.6500015258789,66.6449966430664,64.52999877929688,66.44000244140625,1571700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,66.66000366210938,67.08000183105469,64.5199966430664,65.23999786376953,2159600.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,65.12999725341797,66.16000366210938,65.08499908447266,65.7300033569336,1020900.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,65.37999725341797,66.86000061035156,65.37999725341797,66.81999969482422,1062400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,66.72000122070312,67.22000122070312,65.76000213623047,65.7699966430664,965100.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,65.66000366210938,65.88999938964844,65.0199966430664,65.26000213623047,988400.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,65.22000122070312,65.79000091552734,64.7699966430664,65.62000274658203,1273300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,65.79000091552734,67.06999969482422,65.25,67.05999755859375,1117700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,67.16000366210938,67.58999633789062,66.80999755859375,67.06999969482422,894000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,67.08000183105469,67.26000213623047,66.23999786376953,67.0199966430664,806700.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,67.08000183105469,67.3499984741211,65.62999725341797,65.69000244140625,1074500.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,65.87000274658203,66.08000183105469,64.45999908447266,64.70999908447266,1581700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,65.02999877929688,65.1500015258789,64.37000274658203,64.58999633789062,1203800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,64.77999877929688,65.44999694824219,64.31999969482422,64.41000366210938,900100.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,64.55000305175781,65.0,64.12999725341797,64.83999633789062,1398600.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,65.01000213623047,65.4800033569336,64.36000061035156,64.7300033569336,1088300.0,,,,,,,,,,
