Date,Open,High,Low,Close,Volume,"('Adj Close', 'UVV')","('Close', 'UVV')","('High', 'UVV')","('Low', 'UVV')","('Open', 'UVV')","('Volume', 'UVV')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,67.0,67.80000305175781,66.86000061035156,67.18000030517578,198300.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,67.0,67.41999816894531,65.05000305175781,65.26000213623047,214700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,65.69999694824219,66.13999938964844,64.86000061035156,65.22000122070312,226800.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,63.91999816894531,64.31999969482422,62.68999862670898,62.7599983215332,155800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,62.34999847412109,62.36000061035156,61.5099983215332,61.84000015258789,161100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,61.31999969482422,61.31999969482422,60.40999984741211,60.93000030517578,122100.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,61.040000915527344,61.33000183105469,60.34999847412109,60.75,166700.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,60.65999984741211,60.90999984741211,60.380001068115234,60.86000061035156,142100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,60.88999938964844,61.29999923706055,59.77000045776367,60.31999969482422,134800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,60.25,60.25,58.72999954223633,58.88999938964844,122700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,58.36000061035156,59.18999862670898,58.209999084472656,58.59000015258789,111200.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,58.58000183105469,58.790000915527344,57.70000076293945,58.38999938964844,117600.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,58.59000015258789,58.61000061035156,57.650001525878906,58.59999847412109,127600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,58.72999954223633,59.77999877929688,58.63999938964844,59.47999954223633,144800.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,59.91999816894531,60.09999847412109,58.810001373291016,58.81999969482422,147100.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,59.400001525878906,59.400001525878906,58.59000015258789,58.63999938964844,103300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,58.95000076293945,58.959999084472656,57.63999938964844,58.720001220703125,147200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,59.18999862670898,59.34000015258789,57.959999084472656,58.43000030517578,133300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,58.810001373291016,58.810001373291016,57.77000045776367,58.13999938964844,106800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,58.040000915527344,58.84000015258789,57.61000061035156,58.70000076293945,130000.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,58.9900016784668,59.29999923706055,57.40999984741211,57.95000076293945,575400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,58.2599983215332,59.90999984741211,57.959999084472656,59.77999877929688,127000.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,59.150001525878906,59.290000915527344,58.54999923706055,59.04999923706055,126200.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,58.470001220703125,58.59999847412109,57.68999862670898,58.04999923706055,131200.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,58.06999969482422,58.34000015258789,57.77000045776367,58.02000045776367,108000.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,57.90999984741211,58.09999847412109,56.75,56.97999954223633,122000.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,55.7599983215332,56.18000030517578,51.59000015258789,53.58000183105469,300500.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,53.369998931884766,53.400001525878906,51.43999862670898,51.970001220703125,278600.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,52.77000045776367,53.2599983215332,51.9900016784668,52.61000061035156,212100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,51.61000061035156,52.20000076293945,50.369998931884766,50.58000183105469,238800.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,51.119998931884766,51.119998931884766,49.63999938964844,50.20000076293945,184800.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,50.47999954223633,51.04999923706055,49.86000061035156,50.959999084472656,273700.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,50.79999923706055,50.79999923706055,49.38999938964844,49.72999954223633,227900.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,49.61000061035156,50.630001068115234,49.16999816894531,49.34999847412109,254200.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,49.43000030517578,49.869998931884766,49.02000045776367,49.7599983215332,239400.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,49.43000030517578,49.56999969482422,48.400001525878906,49.2599983215332,192600.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,49.18999862670898,49.86000061035156,49.0,49.369998931884766,143200.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,49.369998931884766,49.54999923706055,48.959999084472656,49.16999816894531,203300.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,49.43999862670898,49.43999862670898,48.09999847412109,48.33000183105469,194900.0,,,,,,,,,,
