Date,Open,High,Low,Close,Volume,"('Adj Close', 'EXP')","('Close', 'EXP')","('High', 'EXP')","('Low', 'EXP')","('Open', 'EXP')","('Volume', 'EXP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,201.0500030517578,203.38999938964844,198.94000244140625,200.47000122070312,200800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,198.17999267578125,199.69000244140625,196.2700042724609,196.4600067138672,227700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,196.5200042724609,199.1499938964844,195.92999267578125,197.4499969482422,228100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,196.55999755859372,200.6499938964844,196.55999755859372,200.1199951171875,219200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,202.1300048828125,204.2899932861328,200.82000732421875,203.94000244140625,248300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,202.00999450683597,203.66000366210935,200.07000732421875,203.57000732421875,146400.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,203.1499938964844,205.75,202.5,205.5399932861328,160200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,205.0500030517578,205.3500061035156,201.83999633789065,204.6699981689453,116900.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,205.0,205.17999267578125,201.7100067138672,202.91000366210935,132600.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,202.0,202.4900054931641,199.72000122070312,200.2400054931641,207400.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,198.0,199.7100067138672,197.5800018310547,198.8000030517578,196600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,199.5800018310547,201.97999572753903,198.88999938964844,201.67999267578125,202300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,202.2700042724609,204.6699981689453,200.0800018310547,204.4499969482422,171400.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,205.58999633789065,211.00999450683597,205.58999633789065,209.55999755859372,261400.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,209.3699951171875,209.3699951171875,203.97999572753903,206.4199981689453,321600.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,208.75999450683597,209.3999938964844,205.9199981689453,207.4199981689453,437700.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,210.0,212.88999938964844,204.2700042724609,212.3999938964844,417300.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,215.8800048828125,216.9900054931641,214.3600006103516,215.91000366210935,365100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,216.9199981689453,225.3699951171875,215.08999633789065,224.3800048828125,532200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,224.7100067138672,229.72999572753903,223.75,228.8600006103516,632500.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,227.3500061035156,230.0200042724609,226.0,226.27999877929688,451500.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,228.19000244140625,234.47000122070312,226.6300048828125,233.8699951171875,393300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,231.63999938964844,237.42999267578125,229.7899932861328,236.22999572753903,293000.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,233.42999267578125,235.3300018310547,231.0399932861328,233.55999755859372,335800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,233.6100006103516,237.02999877929688,233.2700042724609,235.82000732421875,311800.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,238.7100067138672,242.00999450683597,237.5200042724609,240.27999877929688,343400.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,240.2899932861328,243.6699981689453,239.5200042724609,243.3800048828125,327700.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,244.42999267578125,244.72000122070312,242.8300018310547,243.22000122070312,371300.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,244.4900054931641,249.00999450683597,244.17999267578125,246.3699951171875,334700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,239.22999572753903,240.5200042724609,234.0,240.38999938964844,485600.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,243.41000366210935,247.41000366210935,241.3800048828125,245.30999755859372,328000.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,247.6100006103516,249.3600006103516,243.16000366210935,249.0399932861328,319400.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,250.0,252.30999755859372,246.3699951171875,246.50999450683597,356700.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,244.27999877929688,245.72000122070312,240.3500061035156,242.1300048828125,340700.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,242.07000732421875,243.00999450683597,241.33999633789065,242.3000030517578,214500.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,244.0,250.08999633789065,244.0,249.50999450683597,286200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,250.83999633789065,251.2400054931641,247.92999267578125,248.6699981689453,223300.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,248.41000366210935,252.0,248.0500030517578,250.9900054931641,215600.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,251.47999572753903,253.1300048828125,250.5800018310547,251.07000732421875,247300.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,250.1499938964844,253.0200042724609,250.1499938964844,250.7100067138672,207900.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,253.30999755859372,255.3600006103516,252.44000244140625,253.5500030517578,271000.0,,,,,,,,,,
2024-02-29 19:00:00-05:00,252.97999572753903,256.6199951171875,252.97999572753903,256.20001220703125,247300.0,,,,,,,,,,
2024-03-03 19:00:00-05:00,257.8599853515625,261.4100036621094,257.6199951171875,258.67999267578125,275800.0,,,,,,,,,,
2024-03-04 19:00:00-05:00,257.1400146484375,259.760009765625,254.3999938964844,254.9900054931641,264000.0,,,,,,,,,,
2024-03-05 19:00:00-05:00,256.989990234375,258.3900146484375,253.05999755859372,256.2200012207031,296100.0,,,,,,,,,,
