Date,Open,High,Low,Close,Volume,"('Adj Close', 'SUI')","('Close', 'SUI')","('High', 'SUI')","('Low', 'SUI')","('Open', 'SUI')","('Volume', 'SUI')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,133.4600067138672,135.8699951171875,132.9499969482422,135.52000427246094,563900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,134.2899932861328,134.47000122070312,131.44000244140625,131.88999938964844,603200.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,131.63999938964844,133.6699981689453,131.47999572753906,132.5399932861328,577700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,131.77999877929688,133.39999389648438,130.11000061035156,132.05999755859375,601200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,132.05999755859375,134.9499969482422,132.05999755859375,134.47000122070312,825300.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,133.52000427246094,135.35000610351562,132.7899932861328,135.07000732421875,708200.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,136.00999450683594,136.61000061035156,135.1699981689453,135.9499969482422,1091000.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,135.13999938964844,135.83999633789062,133.57000732421875,133.88999938964844,655100.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,135.22999572753906,135.99000549316406,134.10000610351562,134.69000244140625,422800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,132.9499969482422,134.16000366210938,132.1999969482422,133.17999267578125,628300.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,131.49000549316406,133.3699951171875,129.97999572753906,130.92999267578125,682700.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,130.75999450683594,131.1999969482422,128.9199981689453,129.00999450683594,575500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,129.2899932861328,131.16000366210938,128.67999267578125,129.19000244140625,1034200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,128.8300018310547,129.3300018310547,125.83999633789062,128.8000030517578,2103000.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,128.77999877929688,129.3699951171875,126.70999908447266,128.66000366210938,978300.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,129.66000366210938,130.0,124.37999725341795,124.66999816894533,1004800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,125.9000015258789,126.16999816894533,123.77999877929688,124.86000061035156,807200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,125.37000274658205,125.69000244140624,123.83000183105467,124.08000183105467,673100.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,124.12999725341795,126.58999633789062,123.76000213623048,126.2300033569336,788800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,125.16999816894533,126.19000244140624,124.2300033569336,124.27999877929688,834700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,125.08999633789062,127.3499984741211,124.11000061035156,125.3499984741211,837800.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,125.0,129.38999938964844,124.6999969482422,129.38999938964844,898700.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,127.95999908447266,128.5399932861328,124.9000015258789,127.13999938964844,721800.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,125.4800033569336,126.44000244140624,123.31999969482422,123.3499984741211,543500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,123.3499984741211,125.0999984741211,122.9800033569336,124.9800033569336,631600.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,125.37999725341795,125.73999786376952,123.88999938964844,124.5,673500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,124.06999969482422,125.63999938964844,123.9000015258789,124.9000015258789,647400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,125.05999755859376,125.68000030517578,124.33999633789062,125.5,523000.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,125.77999877929688,126.47000122070312,125.23999786376952,125.91000366210938,631700.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,123.4499969482422,125.0999984741211,122.11000061035156,124.83000183105467,791300.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,125.16999816894533,127.45999908447266,124.76000213623048,126.86000061035156,981300.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,128.0,129.05999755859375,127.73999786376952,128.32000732421875,1022800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,127.47000122070312,131.50999450683594,127.06999969482422,130.0,2102500.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,129.4499969482422,131.39999389648438,129.10000610351562,130.85000610351562,1332500.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,130.60000610351562,136.30999755859375,129.63999938964844,133.05999755859375,1603200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,133.49000549316406,133.52000427246094,130.39999389648438,131.10000610351562,963700.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,131.39999389648438,132.8800048828125,130.50999450683594,131.38999938964844,820800.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,131.19000244140625,132.50999450683594,130.47999572753906,131.35000610351562,1309000.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,132.66000366210938,132.6699981689453,129.8699951171875,130.74000549316406,1306100.0,,,,,,,,,,
