Date,Open,High,Low,Close,Volume,"('Adj Close', 'XCUR')","('Close', 'XCUR')","('High', 'XCUR')","('Low', 'XCUR')","('Open', 'XCUR')","('Volume', 'XCUR')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,2.934999942779541,3.049999952316284,2.869999885559082,2.880000114440918,5340.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.025000095367432,3.0999999046325684,2.815000057220459,3.0299999713897705,8300.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,2.900000095367432,3.0299999713897705,2.8350000381469727,2.9800000190734863,3880.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.039999961853028,3.039999961853028,2.8499999046325684,2.930000066757202,4180.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,2.8499999046325684,3.0,2.799999952316284,2.799999952316284,5420.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,2.8949999809265137,3.1549999713897705,2.809999942779541,3.0999999046325684,1203820.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.744999885559082,4.0,3.430000066757202,3.920000076293945,1699440.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.424999952316284,4.164999961853027,3.424999952316284,3.799999952316284,189120.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.5999999046325684,4.300000190734863,3.5999999046325684,4.175000190734863,118960.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.900000095367432,4.059999942779541,3.164999961853028,3.309999942779541,50540.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.150000095367432,3.299999952316284,3.0999999046325684,3.2149999141693115,13320.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.0999999046325684,3.275000095367432,2.950000047683716,3.0299999713897705,19160.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.0,3.0999999046325684,2.900000095367432,3.0,14820.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,2.8499999046325684,2.950000047683716,2.799999952316284,2.805000066757202,11820.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,2.8399999141693115,2.890000104904175,2.799999952316284,2.799999952316284,4200.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,2.799999952316284,2.900000095367432,2.700000047683716,2.799999952316284,5760.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,2.734999895095825,2.7799999713897705,2.5999999046325684,2.664999961853028,7940.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,2.650000095367432,2.744999885559082,2.625,2.630000114440918,10420.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,2.5999999046325684,2.744999885559082,2.5999999046325684,2.740000009536743,2200.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,2.8499999046325684,2.8499999046325684,2.690000057220459,2.7049999237060547,6520.0,,,,,,,,,,
