Date,Open,High,Low,Close,Volume,"('Adj Close', 'PUMP')","('Close', 'PUMP')","('High', 'PUMP')","('Low', 'PUMP')","('Open', 'PUMP')","('Volume', 'PUMP')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,8.460000038146973,8.595000267028809,8.170000076293945,8.220000267028809,1932900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,8.210000038146973,8.460000038146973,8.130000114440918,8.25,1891500.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,8.359999656677246,8.359999656677246,8.050000190734863,8.050000190734863,1329200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,8.140000343322754,8.529999732971191,8.08899974822998,8.380000114440918,1512200.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,8.149999618530273,8.260000228881836,8.020000457763672,8.239999771118164,1695500.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,8.229999542236328,8.260000228881836,7.890999794006348,7.960000038146973,1806500.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,7.940000057220459,7.940000057220459,7.769999980926514,7.840000152587891,1490900.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,7.889999866485596,7.900000095367432,7.650000095367432,7.739999771118164,1715600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,7.929999828338623,8.010000228881836,7.800000190734863,7.909999847412109,1213300.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,7.739999771118164,7.840000152587891,7.605000019073486,7.619999885559082,1340800.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,7.5,7.599999904632568,7.420000076293945,7.53000020980835,1524400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,7.599999904632568,7.71999979019165,7.514999866485596,7.710000038146973,1276300.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,7.710000038146973,7.744999885559082,7.534999847412109,7.610000133514404,1154700.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,7.639999866485596,7.795000076293945,7.545000076293945,7.730000019073486,1061300.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,7.78000020980835,7.869999885559082,7.730000019073486,7.769999980926514,1149000.0,,,,,,,,,,
