Date,Open,High,Low,Close,Volume,"('Adj Close', 'LESL')","('Close', 'LESL')","('High', 'LESL')","('Low', 'LESL')","('Open', 'LESL')","('Volume', 'LESL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,6.789999961853027,7.15500020980835,6.619999885559082,6.960000038146973,2677900.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,6.789999961853027,6.789999961853027,6.474999904632568,6.489999771118164,3156700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,6.510000228881836,6.869999885559082,6.329999923706055,6.800000190734863,2642700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,6.699999809265137,6.945000171661377,6.630000114440918,6.849999904632568,1887400.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,6.820000171661377,7.050000190734863,6.760000228881836,6.929999828338623,2298100.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,6.769999980926514,6.769999980926514,6.539999961853027,6.539999961853027,2092600.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,6.510000228881836,6.744999885559082,6.335000038146973,6.690000057220459,1850500.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,6.650000095367432,6.659999847412109,6.429999828338623,6.519999980926514,1766500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,6.650000095367432,6.800000190734863,6.420000076293945,6.489999771118164,1882100.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,6.46999979019165,6.789999961853027,6.309999942779541,6.78000020980835,2071000.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,6.630000114440918,6.769999980926514,6.489999771118164,6.559999942779541,1847600.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,6.679999828338623,6.960000038146973,6.65500020980835,6.940000057220459,1901500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,6.96999979019165,6.96999979019165,6.710000038146973,6.760000228881836,2140200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,6.869999885559082,7.190000057220459,6.840000152587891,7.119999885559082,2833100.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,7.300000190734863,7.349999904632568,6.945000171661377,6.989999771118164,1883400.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,7.170000076293945,7.289999961853027,6.739999771118164,6.829999923706055,2023300.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,6.96999979019165,7.010000228881836,6.710000038146973,6.800000190734863,1504400.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,6.809999942779541,7.010000228881836,6.800000190734863,6.849999904632568,1585000.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,6.849999904632568,7.179999828338623,6.775000095367432,7.179999828338623,2348500.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,7.179999828338623,7.210000038146973,6.960000038146973,6.96999979019165,2315800.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,6.929999828338623,7.110000133514404,6.684999942779541,6.710000038146973,5452400.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,6.800000190734863,7.010000228881836,6.570000171661377,6.829999923706055,4150300.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,7.269999980926514,7.96999979019165,6.710000038146973,7.0,8283300.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,6.909999847412109,7.275000095367432,6.510000228881836,6.559999942779541,3310800.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,6.570000171661377,7.695000171661377,6.53000020980835,7.619999885559082,5649100.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,7.610000133514404,7.730000019073486,7.289999961853027,7.349999904632568,4313500.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,7.340000152587891,7.769999980926514,7.199999809265137,7.659999847412109,3970600.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,7.730000019073486,7.860000133514404,7.5,7.699999809265137,1959700.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,7.800000190734863,8.210000038146973,7.769999980926514,8.180000305175781,3481100.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,7.699999809265137,7.829999923706055,7.429999828338623,7.539999961853027,3745700.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,7.760000228881836,7.820000171661377,7.449999809265137,7.650000095367432,2365100.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,7.670000076293945,8.005000114440918,7.639999866485596,7.900000095367432,2132200.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,7.78000020980835,7.989999771118164,7.590000152587891,7.869999885559082,2265800.0,,,,,,,,,,
2024-02-19 19:00:00-05:00,7.599999904632568,7.809999942779541,7.53000020980835,7.590000152587891,1917000.0,,,,,,,,,,
2024-02-20 19:00:00-05:00,7.5,7.590000152587891,6.849999904632568,6.889999866485596,6095200.0,,,,,,,,,,
2024-02-21 19:00:00-05:00,6.829999923706055,7.119999885559082,6.71999979019165,6.900000095367432,2381200.0,,,,,,,,,,
2024-02-22 19:00:00-05:00,6.929999828338623,7.425000190734863,6.894999980926514,7.389999866485596,1957900.0,,,,,,,,,,
2024-02-25 19:00:00-05:00,7.329999923706055,7.519999980926514,7.320000171661377,7.460000038146973,1696700.0,,,,,,,,,,
2024-02-26 19:00:00-05:00,7.53000020980835,7.909999847412109,7.460000038146973,7.78000020980835,2726100.0,,,,,,,,,,
2024-02-27 19:00:00-05:00,7.619999885559082,7.855000019073486,7.610000133514404,7.739999771118164,1839800.0,,,,,,,,,,
2024-02-28 19:00:00-05:00,7.940000057220459,8.050000190734863,7.760000228881836,7.900000095367432,2345400.0,,,,,,,,,,
