Date,Open,High,Low,Close,Volume,"('Adj Close', 'SHYF')","('Close', 'SHYF')","('High', 'SHYF')","('Low', 'SHYF')","('Open', 'SHYF')","('Volume', 'SHYF')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,12.149999618530272,12.40999984741211,11.960000038146973,12.050000190734863,254600.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,11.90999984741211,11.90999984741211,11.31999969482422,11.390000343322754,243900.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,11.40999984741211,11.65999984741211,11.300000190734863,11.579999923706056,238200.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,11.550000190734863,11.880000114440918,11.420000076293944,11.460000038146973,217900.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,11.449999809265137,11.539999961853027,11.3100004196167,11.529999732971191,155400.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,11.31999969482422,11.470000267028809,11.199999809265137,11.43000030517578,211700.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,11.369999885559082,11.729999542236328,11.369999885559082,11.729999542236328,269200.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,11.68000030517578,11.68000030517578,10.890000343322754,11.260000228881836,244600.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,11.43000030517578,11.609999656677246,11.329999923706056,11.350000381469728,269800.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,11.229999542236328,11.4399995803833,11.079999923706056,11.270000457763672,204500.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,11.079999923706056,11.109999656677246,10.720000267028809,10.8100004196167,261400.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,10.9399995803833,10.979999542236328,10.539999961853027,10.770000457763672,219000.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,10.880000114440918,10.890000343322754,10.479999542236328,10.859999656677246,837600.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,10.920000076293944,11.300000190734863,10.920000076293944,11.220000267028809,355700.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,11.449999809265137,11.539999961853027,11.09000015258789,11.18000030517578,164700.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,11.329999923706056,11.329999923706056,10.970000267028809,11.029999732971191,144800.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,11.25,11.5,11.149999618530272,11.270000457763672,204200.0,,,,,,,,,,
