Date,Open,High,Low,Close,Volume,"('Adj Close', 'VISL')","('Close', 'VISL')","('High', 'VISL')","('Low', 'VISL')","('Open', 'VISL')","('Volume', 'VISL')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,3.799999952316284,3.990000009536743,3.799999952316284,3.839999914169312,4800.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,3.799999952316284,3.799999952316284,3.569999933242798,3.5899999141693115,13100.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,3.799999952316284,3.799999952316284,3.630000114440918,3.7200000286102295,2700.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,3.7699999809265137,3.7699999809265137,3.7200000286102295,3.7200000286102295,1800.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,3.700000047683716,3.700000047683716,3.660000085830689,3.680000066757202,3800.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,3.7899999618530273,3.869999885559082,3.5899999141693115,3.700000047683716,3900.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,3.640000104904175,3.680000066757202,3.549999952316284,3.559999942779541,4600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,3.5199999809265137,3.569999933242798,3.3399999141693115,3.3399999141693115,4500.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,3.309999942779541,3.4100000858306885,3.309999942779541,3.319999933242798,3000.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,3.299999952316284,3.309999942779541,3.049999952316284,3.1600000858306885,16100.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,3.150000095367432,3.1600000858306885,3.039999961853028,3.109999895095825,7100.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,3.109999895095825,3.319999933242798,3.109999895095825,3.319999933242798,3500.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,3.259999990463257,3.390000104904175,3.259999990463257,3.390000104904175,2200.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,3.3299999237060547,3.3299999237060547,3.1700000762939453,3.180000066757202,5500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,3.1700000762939453,3.200000047683716,3.1700000762939453,3.180000066757202,2500.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,3.200000047683716,3.25,3.0999999046325684,3.25,3000.0,,,,,,,,,,
2024-01-24 19:00:00-05:00,3.2100000381469727,3.430000066757202,3.2100000381469727,3.2699999809265137,7200.0,,,,,,,,,,
2024-01-25 19:00:00-05:00,3.259999990463257,3.390000104904175,3.259999990463257,3.390000104904175,1300.0,,,,,,,,,,
2024-01-28 19:00:00-05:00,3.299999952316284,3.569999933242798,3.289999961853028,3.5,2800.0,,,,,,,,,,
2024-01-29 19:00:00-05:00,3.4200000762939453,3.4200000762939453,3.1600000858306885,3.359999895095825,4700.0,,,,,,,,,,
2024-01-30 19:00:00-05:00,3.240000009536743,3.240000009536743,3.180000066757202,3.200000047683716,1900.0,,,,,,,,,,
2024-01-31 19:00:00-05:00,3.1600000858306885,3.25,3.1600000858306885,3.220000028610229,2100.0,,,,,,,,,,
2024-02-01 19:00:00-05:00,3.220000028610229,3.299999952316284,3.0999999046325684,3.190000057220459,10100.0,,,,,,,,,,
2024-02-04 19:00:00-05:00,3.109999895095825,3.119999885559082,3.109999895095825,3.119999885559082,2500.0,,,,,,,,,,
2024-02-05 19:00:00-05:00,3.119999885559082,3.2699999809265137,3.119999885559082,3.130000114440918,2400.0,,,,,,,,,,
2024-02-06 19:00:00-05:00,3.109999895095825,3.289999961853028,3.109999895095825,3.140000104904175,4200.0,,,,,,,,,,
2024-02-07 19:00:00-05:00,3.220000028610229,3.289999961853028,3.180000066757202,3.240000009536743,3400.0,,,,,,,,,,
2024-02-08 19:00:00-05:00,3.200000047683716,3.559999942779541,3.200000047683716,3.3299999237060547,3800.0,,,,,,,,,,
2024-02-11 19:00:00-05:00,3.490000009536743,3.5,3.2100000381469727,3.359999895095825,2500.0,,,,,,,,,,
2024-02-12 19:00:00-05:00,3.1600000858306885,3.5,3.1600000858306885,3.4600000381469727,7900.0,,,,,,,,,,
2024-02-13 19:00:00-05:00,3.5199999809265137,3.5199999809265137,3.490000009536743,3.5,2900.0,,,,,,,,,,
2024-02-14 19:00:00-05:00,3.490000009536743,3.490000009536743,3.390000104904175,3.4600000381469727,3800.0,,,,,,,,,,
2024-02-15 19:00:00-05:00,3.2699999809265137,3.5,3.2699999809265137,3.5,5400.0,,,,,,,,,,
