Date,Open,High,Low,Close,Volume,"('Adj Close', 'COCO')","('Close', 'COCO')","('High', 'COCO')","('Low', 'COCO')","('Open', 'COCO')","('Volume', 'COCO')","('EMA5', '')","('EMA21', '')","('EMA26', '')","('ATR50', '')"
2024-01-01 19:00:00-05:00,25.420000076293945,26.190000534057617,25.25,26.18000030517578,409100.0,,,,,,,,,,
2024-01-02 19:00:00-05:00,26.190000534057617,26.190000534057617,25.01000022888184,25.209999084472656,539700.0,,,,,,,,,,
2024-01-03 19:00:00-05:00,25.270000457763672,25.559999465942383,24.93000030517578,24.96999931335449,321100.0,,,,,,,,,,
2024-01-04 19:00:00-05:00,24.780000686645508,25.020000457763672,24.43000030517578,24.63999938964844,1076700.0,,,,,,,,,,
2024-01-07 19:00:00-05:00,24.93000030517578,25.0,23.690000534057617,24.81999969482422,988700.0,,,,,,,,,,
2024-01-08 19:00:00-05:00,24.600000381469727,24.670000076293945,24.149999618530277,24.520000457763672,481800.0,,,,,,,,,,
2024-01-09 19:00:00-05:00,24.600000381469727,25.489999771118164,24.530000686645508,25.46999931335449,711600.0,,,,,,,,,,
2024-01-10 19:00:00-05:00,25.46999931335449,25.61000061035156,24.770000457763672,25.440000534057617,418800.0,,,,,,,,,,
2024-01-11 19:00:00-05:00,25.56999969482422,25.899999618530277,25.530000686645508,25.8799991607666,432500.0,,,,,,,,,,
2024-01-15 19:00:00-05:00,25.81999969482422,26.049999237060547,25.541000366210938,25.65999984741211,591700.0,,,,,,,,,,
2024-01-16 19:00:00-05:00,25.540000915527344,25.56999969482422,24.940000534057617,25.299999237060547,376000.0,,,,,,,,,,
2024-01-17 19:00:00-05:00,25.229999542236328,25.229999542236328,24.38999938964844,24.440000534057617,782100.0,,,,,,,,,,
2024-01-18 19:00:00-05:00,24.420000076293945,24.420000076293945,22.21999931335449,22.36000061035156,1601000.0,,,,,,,,,,
2024-01-21 19:00:00-05:00,21.5,21.7549991607666,20.65999984741211,21.0,2483500.0,,,,,,,,,,
2024-01-22 19:00:00-05:00,21.200000762939453,21.48500061035156,20.8799991607666,20.96999931335449,1905800.0,,,,,,,,,,
2024-01-23 19:00:00-05:00,21.0,21.415000915527344,20.799999237060547,20.8799991607666,2005400.0,,,,,,,,,,
